"cuestionario_hogar_id","HV201","indice_riqueza"
"306200801",11,"1.muy_pobre"
"306200901",11,"1.muy_pobre"
"306201001",11,"1.muy_pobre"
"306205101",11,"1.muy_pobre"
"306205301",11,"2.pobre"
"306205501",11,"1.muy_pobre"
"306205601",11,"1.muy_pobre"
"306205701",71,"1.muy_pobre"
"306211101",11,"1.muy_pobre"
"306211201",11,"1.muy_pobre"
"306211401",11,"1.muy_pobre"
"306211501",11,"1.muy_pobre"
"306400501",11,"3.medio"
"306400701",71,"1.muy_pobre"
"306401501",71,"2.pobre"
"306402901",11,"2.pobre"
"306404701",71,"2.pobre"
"306406401",11,"2.pobre"
"306406801",11,"1.muy_pobre"
"306408501",11,"2.pobre"
"306408701",11,"3.medio"
"306409701",11,"2.pobre"
"306410401",11,"2.pobre"
"306410601",71,"2.pobre"
"306412201",71,"2.pobre"
"306700101",71,"2.pobre"
"306700701",11,"1.muy_pobre"
"306701201",71,"2.pobre"
"306701401",71,"2.pobre"
"306701501",11,"2.pobre"
"306701601",11,"2.pobre"
"306701801",11,"1.muy_pobre"
"306701901",71,"2.pobre"
"306702301",11,"1.muy_pobre"
"306702701",71,"3.medio"
"306702901",71,"2.pobre"
"306703801",11,"2.pobre"
"306704201",11,"3.medio"
"306704601",11,"3.medio"
"306704901",11,"2.pobre"
"306904101",11,"2.pobre"
"306904201",71,"2.pobre"
"306904301",11,"2.pobre"
"306904401",11,"2.pobre"
"306904501",11,"1.muy_pobre"
"306905201",11,"1.muy_pobre"
"306905401",11,"2.pobre"
"306905501",11,"1.muy_pobre"
"306905601",11,"1.muy_pobre"
"306912201",11,"1.muy_pobre"
"306912301",11,"2.pobre"
"306912401",11,"1.muy_pobre"
"306912501",11,"1.muy_pobre"
"306912701",71,"2.pobre"
"307002501",11,"4.rico"
"307002901",71,"5.muy_rico"
"307007901",11,"4.rico"
"307008801",71,"4.rico"
"307009401",11,"5.muy_rico"
"307009901",71,"5.muy_rico"
"307016301",11,"5.muy_rico"
"307200901",71,"4.rico"
"307201101",71,"4.rico"
"307202201",11,"4.rico"
"307204001",11,"3.medio"
"307204601",11,"4.rico"
"307206401",11,"2.pobre"
"307207701",11,"4.rico"
"307208601",71,"4.rico"
"307211801",11,"5.muy_rico"
"307213401",71,"5.muy_rico"
"307300501",11,"5.muy_rico"
"307301801",71,"4.rico"
"307302401",11,"4.rico"
"307304401",71,"3.medio"
"307305601",11,"3.medio"
"307305701",71,"3.medio"
"307306101",11,"4.rico"
"307306801",11,"4.rico"
"307308201",11,"4.rico"
"307310101",71,"5.muy_rico"
"307401301",71,"5.muy_rico"
"307405501",71,"4.rico"
"307406201",11,"4.rico"
"307406301",71,"5.muy_rico"
"307407601",11,"5.muy_rico"
"307408701",71,"4.rico"
"307409301",71,"5.muy_rico"
"307409401",71,"5.muy_rico"
"307500301",11,"5.muy_rico"
"307502201",11,"5.muy_rico"
"307502601",71,"4.rico"
"307503601",11,"5.muy_rico"
"307504401",71,"5.muy_rico"
"307505101",71,"5.muy_rico"
"307506801",11,"5.muy_rico"
"307507901",71,"5.muy_rico"
"307601901",11,"4.rico"
"307602101",11,"4.rico"
"307602701",11,"3.medio"
"307603301",11,"5.muy_rico"
"307603601",11,"5.muy_rico"
"307604201",11,"5.muy_rico"
"307605901",11,"4.rico"
"307606501",71,"4.rico"
"307607001",11,"4.rico"
"307700201",11,"5.muy_rico"
"307701201",11,"4.rico"
"307701701",11,"3.medio"
"307703701",71,"4.rico"
"307705601",71,"3.medio"
"307706101",11,"3.medio"
"307706701",71,"3.medio"
"307709601",11,"4.rico"
"307712301",71,"3.medio"
"307713101",11,"5.muy_rico"
"307800701",11,"3.medio"
"307802001",71,"5.muy_rico"
"307802301",71,"5.muy_rico"
"307807901",11,"4.rico"
"307808101",71,"5.muy_rico"
"307808801",71,"5.muy_rico"
"307809301",11,"3.medio"
"307816001",12,"2.pobre"
"307816101",11,"4.rico"
"307817701",11,"4.rico"
"308000101",11,"3.medio"
"308001001",71,"5.muy_rico"
"308006801",71,"3.medio"
"308007801",11,"3.medio"
"308009101",12,"2.pobre"
"308009601",11,"5.muy_rico"
"308010001",12,"1.muy_pobre"
"308010101",11,"3.medio"
"308012901",11,"3.medio"
"308013801",71,"5.muy_rico"
"308200101",11,"5.muy_rico"
"308200901",11,"4.rico"
"308201701",11,"5.muy_rico"
"308201801",11,"4.rico"
"308202801",71,"5.muy_rico"
"308203401",71,"5.muy_rico"
"308203701",11,"5.muy_rico"
"308204201",11,"5.muy_rico"
"308204701",11,"5.muy_rico"
"308300901",11,"2.pobre"
"308302101",71,"2.pobre"
"308303901",11,"2.pobre"
"308304301",11,"3.medio"
"308304501",11,"2.pobre"
"308305801",11,"3.medio"
"308308801",11,"2.pobre"
"308309101",11,"3.medio"
"308309601",71,"3.medio"
"308310601",11,"3.medio"
"308501001",11,"2.pobre"
"308503201",11,"4.rico"
"308503301",11,"3.medio"
"308503601",11,"3.medio"
"308504701",11,"3.medio"
"308506701",11,"4.rico"
"308507801",71,"4.rico"
"308508001",71,"4.rico"
"308510001",11,"2.pobre"
"308510201",71,"3.medio"
"308601701",11,"3.medio"
"308602101",12,"3.medio"
"308602201",11,"3.medio"
"308608801",11,"4.rico"
"308609401",11,"4.rico"
"308609501",12,"3.medio"
"308610601",11,"3.medio"
"308613801",11,"3.medio"
"308613901",11,"5.muy_rico"
"308702401",71,"3.medio"
"308702701",11,"3.medio"
"308703601",71,"4.rico"
"308703901",12,"2.pobre"
"308704501",71,"3.medio"
"308705701",12,"2.pobre"
"308706501",71,"4.rico"
"308708301",11,"3.medio"
"308710901",71,"3.medio"
"308713801",11,"3.medio"
"308801201",71,"3.medio"
"308806401",11,"4.rico"
"308806801",11,"2.pobre"
"308807101",71,"2.pobre"
"308811001",11,"3.medio"
"308811701",11,"4.rico"
"308813101",11,"3.medio"
"308813301",71,"3.medio"
"309001101",71,"2.pobre"
"309002001",11,"3.medio"
"309002401",11,"3.medio"
"309003101",11,"3.medio"
"309005701",12,"1.muy_pobre"
"309007101",11,"3.medio"
"309009901",11,"2.pobre"
"309010301",11,"5.muy_rico"
"309012001",71,"4.rico"
"309012601",71,"4.rico"
"309100101",71,"4.rico"
"309102901",71,"2.pobre"
"309103101",71,"3.medio"
"309108101",11,"4.rico"
"309109201",11,"3.medio"
"309111101",11,"3.medio"
"309112101",11,"2.pobre"
"309113201",11,"3.medio"
"309113701",11,"3.medio"
"309114201",11,"3.medio"
"309301201",11,"3.medio"
"309301401",71,"3.medio"
"309304501",11,"3.medio"
"309305101",71,"3.medio"
"309305601",11,"3.medio"
"309306301",11,"2.pobre"
"309308201",11,"3.medio"
"309310901",11,"2.pobre"
"309311101",11,"2.pobre"
"309311501",11,"2.pobre"
"309401601",71,"2.pobre"
"309402801",12,"2.pobre"
"309402802",71,"2.pobre"
"309403201",11,"4.rico"
"309404501",11,"3.medio"
"309404801",96,"2.pobre"
"309408101",11,"2.pobre"
"309408701",11,"3.medio"
"309409001",71,"3.medio"
"309409101",11,"3.medio"
"309409401",71,"4.rico"
"309501101",11,"3.medio"
"309503101",11,"3.medio"
"309503801",11,"4.rico"
"309504801",11,"3.medio"
"309505601",11,"3.medio"
"309507401",11,"4.rico"
"309508301",11,"3.medio"
"309508601",11,"2.pobre"
"309508901",11,"2.pobre"
"309509401",11,"2.pobre"
"309701001",11,"3.medio"
"309701101",11,"4.rico"
"309701801",71,"5.muy_rico"
"309703401",71,"5.muy_rico"
"309703501",71,"4.rico"
"309703601",11,"2.pobre"
"309704301",71,"4.rico"
"309705701",71,"5.muy_rico"
"309706601",71,"5.muy_rico"
"309707601",71,"4.rico"
"309801301",11,"5.muy_rico"
"309801901",11,"5.muy_rico"
"309802001",71,"3.medio"
"309802701",11,"4.rico"
"309803701",71,"5.muy_rico"
"309805801",71,"5.muy_rico"
"309806101",71,"5.muy_rico"
"309806401",71,"5.muy_rico"
"309806801",11,"3.medio"
"309809201",71,"5.muy_rico"
"309902801",11,"4.rico"
"309907301",11,"3.medio"
"309907401",11,"5.muy_rico"
"309907601",11,"3.medio"
"309908601",11,"3.medio"
"309909601",11,"5.muy_rico"
"309910001",11,"3.medio"
"309913001",11,"3.medio"
"309913401",11,"5.muy_rico"
"310200201",11,"4.rico"
"310200701",11,"5.muy_rico"
"310202701",11,"4.rico"
"310203701",71,"5.muy_rico"
"310205801",11,"5.muy_rico"
"310207601",11,"4.rico"
"310208101",11,"5.muy_rico"
"310210901",11,"4.rico"
"310211101",11,"5.muy_rico"
"310212001",71,"3.medio"
"310301701",71,"5.muy_rico"
"310301901",11,"4.rico"
"310303301",12,"2.pobre"
"310305201",71,"5.muy_rico"
"310306301",11,"2.pobre"
"310307001",11,"4.rico"
"310307601",11,"3.medio"
"310312701",11,"4.rico"
"310313701",11,"3.medio"
"310314701",71,"4.rico"
"310502301",11,"4.rico"
"310505301",71,"2.pobre"
"310508101",11,"4.rico"
"310508901",11,"2.pobre"
"310509801",11,"4.rico"
"310510601",11,"3.medio"
"310511401",11,"4.rico"
"310512301",11,"5.muy_rico"
"310513201",11,"3.medio"
"310800601",11,"2.pobre"
"310801701",11,"3.medio"
"310801901",11,"2.pobre"
"310803501",11,"3.medio"
"310804801",71,"4.rico"
"310806201",11,"3.medio"
"310807701",11,"3.medio"
"310811501",11,"4.rico"
"310812201",11,"2.pobre"
"310902201",11,"2.pobre"
"310902801",11,"4.rico"
"310904001",11,"3.medio"
"310905401",11,"3.medio"
"310906101",11,"3.medio"
"310906701",71,"3.medio"
"310907601",11,"3.medio"
"310907801",11,"2.pobre"
"310909401",11,"2.pobre"
"310910101",11,"3.medio"
"311006401",11,"2.pobre"
"311006601",11,"3.medio"
"311008201",11,"3.medio"
"311008601",11,"4.rico"
"311009901",11,"3.medio"
"311010601",11,"3.medio"
"311011301",11,"3.medio"
"311012601",11,"2.pobre"
"311013701",11,"3.medio"
"311201001",11,"3.medio"
"311203501",11,"3.medio"
"311204601",11,"3.medio"
"311205401",11,"3.medio"
"311205801",71,"3.medio"
"311209201",11,"3.medio"
"311209701",11,"2.pobre"
"311211301",11,"3.medio"
"311211701",11,"3.medio"
"311300801",11,"3.medio"
"311301001",11,"2.pobre"
"311302401",11,"4.rico"
"311302801",11,"3.medio"
"311303601",11,"3.medio"
"311305101",11,"3.medio"
"311305501",11,"5.muy_rico"
"311305701",11,"3.medio"
"311305901",11,"3.medio"
"311400401",71,"3.medio"
"311402401",13,"2.pobre"
"311403701",13,"2.pobre"
"311404301",13,"2.pobre"
"311405001",13,"2.pobre"
"311406001",13,"2.pobre"
"311407501",13,"2.pobre"
"311408601",13,"2.pobre"
"311408801",13,"2.pobre"
"311409701",13,"2.pobre"
"311500401",13,"2.pobre"
"311501701",71,"3.medio"
"311502201",13,"2.pobre"
"311504801",13,"2.pobre"
"311506601",13,"3.medio"
"311506901",13,"1.muy_pobre"
"311508301",13,"2.pobre"
"311508801",13,"2.pobre"
"311511101",71,"2.pobre"
"311600501",71,"3.medio"
"311602701",13,"2.pobre"
"311602801",11,"3.medio"
"311603101",13,"2.pobre"
"311603801",11,"2.pobre"
"311604701",13,"2.pobre"
"311605101",11,"2.pobre"
"311605301",13,"3.medio"
"311607501",11,"2.pobre"
"311608501",13,"2.pobre"
"311900701",13,"2.pobre"
"311901301",13,"2.pobre"
"311901401",13,"3.medio"
"311901801",71,"2.pobre"
"311901901",13,"2.pobre"
"311902501",71,"2.pobre"
"311902901",13,"3.medio"
"311903801",13,"2.pobre"
"311904201",13,"3.medio"
"311904701",71,"3.medio"
"312301001",61,"1.muy_pobre"
"312301501",61,"2.pobre"
"312301601",61,"1.muy_pobre"
"312302601",61,"2.pobre"
"312303101",61,"1.muy_pobre"
"312303201",61,"2.pobre"
"312303601",61,"2.pobre"
"312304401",61,"2.pobre"
"312304601",61,"2.pobre"
"312304701",61,"2.pobre"
"312400801",61,"2.pobre"
"312400901",61,"1.muy_pobre"
"312401001",61,"2.pobre"
"312401501",61,"1.muy_pobre"
"312402101",61,"1.muy_pobre"
"312402201",61,"1.muy_pobre"
"312402501",61,"1.muy_pobre"
"312402601",61,"1.muy_pobre"
"312403801",61,"2.pobre"
"312404201",71,"2.pobre"
"312404701",61,"2.pobre"
"312404801",61,"2.pobre"
"312405501",71,"2.pobre"
"312601001",22,"1.muy_pobre"
"312601301",22,"1.muy_pobre"
"312601401",22,"2.pobre"
"312601801",22,"1.muy_pobre"
"312602401",22,"2.pobre"
"312602701",22,"2.pobre"
"312602801",22,"2.pobre"
"312603101",22,"1.muy_pobre"
"312603201",21,"1.muy_pobre"
"312605101",21,"1.muy_pobre"
"312605301",22,"2.pobre"
"312605401",22,"2.pobre"
"312605501",22,"1.muy_pobre"
"312605601",22,"1.muy_pobre"
"312605701",22,"1.muy_pobre"
"312705301",22,"2.pobre"
"312705401",22,"2.pobre"
"312705501",22,"2.pobre"
"312705601",22,"1.muy_pobre"
"312705701",22,"1.muy_pobre"
"312705801",22,"1.muy_pobre"
"312705901",22,"1.muy_pobre"
"312706001",96,"2.pobre"
"312706101",22,"3.medio"
"312706201",71,"2.pobre"
"312709901",22,"2.pobre"
"312710001",22,"2.pobre"
"312710101",22,"2.pobre"
"312710201",22,"2.pobre"
"312710301",71,"2.pobre"
"312800101",11,"2.pobre"
"312800401",11,"1.muy_pobre"
"312800601",11,"1.muy_pobre"
"312801301",11,"1.muy_pobre"
"312801501",11,"1.muy_pobre"
"312801601",11,"1.muy_pobre"
"312802201",11,"2.pobre"
"312803001",11,"1.muy_pobre"
"312803301",11,"2.pobre"
"312804001",11,"1.muy_pobre"
"312804401",11,"2.pobre"
"312805201",11,"2.pobre"
"312805301",11,"1.muy_pobre"
"312805801",11,"2.pobre"
"312806101",11,"1.muy_pobre"
"313100101",71,"3.medio"
"313101501",61,"2.pobre"
"313102101",61,"4.rico"
"313102401",71,"3.medio"
"313103401",71,"2.pobre"
"313103801",61,"1.muy_pobre"
"313105001",61,"2.pobre"
"313105201",11,"2.pobre"
"313105401",71,"3.medio"
"313106201",61,"3.medio"
"313107101",71,"2.pobre"
"313107301",71,"2.pobre"
"313107501",71,"3.medio"
"313108401",71,"3.medio"
"313108601",71,"3.medio"
"313404101",11,"3.medio"
"313404201",11,"3.medio"
"313405801",11,"4.rico"
"313406701",71,"3.medio"
"313407401",11,"2.pobre"
"313408001",11,"3.medio"
"313411801",71,"4.rico"
"313412701",11,"3.medio"
"313413301",71,"4.rico"
"313413401",11,"4.rico"
"313700401",11,"3.medio"
"313701501",71,"4.rico"
"313701601",71,"5.muy_rico"
"313701901",71,"5.muy_rico"
"313706001",71,"4.rico"
"313706901",71,"3.medio"
"313707001",71,"3.medio"
"313709101",11,"4.rico"
"313710201",11,"4.rico"
"313801101",71,"3.medio"
"313802401",11,"3.medio"
"313802501",71,"4.rico"
"313803701",11,"3.medio"
"313804901",11,"5.muy_rico"
"313805101",11,"3.medio"
"313805701",71,"4.rico"
"313805801",71,"4.rico"
"313807201",71,"5.muy_rico"
"313901401",71,"3.medio"
"313905001",71,"4.rico"
"313905901",11,"2.pobre"
"313906501",71,"2.pobre"
"313909901",71,"4.rico"
"313911701",11,"3.medio"
"313913001",71,"3.medio"
"313914701",11,"3.medio"
"313915001",11,"2.pobre"
"314101401",11,"4.rico"
"314103901",11,"4.rico"
"314105201",71,"3.medio"
"314110801",11,"3.medio"
"314112801",71,"4.rico"
"314112802",11,"2.pobre"
"314114701",11,"3.medio"
"314114801",11,"2.pobre"
"314117601",11,"3.medio"
"314117701",11,"2.pobre"
"314118601",96,"3.medio"
"314201201",96,"2.pobre"
"314201301",96,"2.pobre"
"314202801",11,"2.pobre"
"314203001",11,"2.pobre"
"314203301",11,"3.medio"
"314204201",96,"2.pobre"
"314204301",96,"2.pobre"
"314205701",11,"3.medio"
"314206201",96,"2.pobre"
"314206501",96,"2.pobre"
"314400201",71,"4.rico"
"314400801",71,"4.rico"
"314401201",96,"2.pobre"
"314401401",11,"4.rico"
"314403001",11,"2.pobre"
"314403201",96,"1.muy_pobre"
"314403301",11,"3.medio"
"314403701",71,"2.pobre"
"314404201",11,"4.rico"
"314405901",11,"3.medio"
"314500901",11,"3.medio"
"314503701",71,"3.medio"
"314508101",11,"3.medio"
"314508601",11,"2.pobre"
"314509201",11,"3.medio"
"314511501",11,"3.medio"
"314513601",71,"4.rico"
"314515701",11,"4.rico"
"314517101",11,"2.pobre"
"314521501",11,"3.medio"
"314601001",11,"3.medio"
"314602101",11,"3.medio"
"314602601",11,"2.pobre"
"314605801",11,"4.rico"
"314606601",11,"4.rico"
"314607001",71,"3.medio"
"314607401",11,"2.pobre"
"314609901",11,"2.pobre"
"314614301",11,"3.medio"
"314700801",11,"2.pobre"
"314702401",71,"3.medio"
"314705201",11,"3.medio"
"314706201",71,"3.medio"
"314706301",71,"2.pobre"
"314707001",96,"2.pobre"
"314713601",11,"2.pobre"
"314713701",71,"4.rico"
"314716701",11,"2.pobre"
"314718001",11,"3.medio"
"314803701",71,"5.muy_rico"
"314804801",11,"4.rico"
"314805501",71,"4.rico"
"314805701",11,"3.medio"
"314807301",11,"2.pobre"
"314807701",71,"3.medio"
"314809901",11,"2.pobre"
"314811201",11,"3.medio"
"314900201",71,"4.rico"
"314907701",71,"3.medio"
"314908001",11,"4.rico"
"314908101",11,"2.pobre"
"314914701",11,"4.rico"
"314915101",71,"4.rico"
"314915201",71,"2.pobre"
"314917201",11,"3.medio"
"314917801",11,"3.medio"
"315000201",11,"2.pobre"
"315002301",71,"3.medio"
"315004101",71,"3.medio"
"315004901",11,"2.pobre"
"315005601",11,"3.medio"
"315005701",11,"3.medio"
"315007201",11,"3.medio"
"315010701",11,"3.medio"
"315011501",11,"3.medio"
"315018601",71,"3.medio"
"315201601",71,"5.muy_rico"
"315203101",11,"2.pobre"
"315205401",11,"3.medio"
"315210501",71,"3.medio"
"315211401",71,"3.medio"
"315212201",71,"3.medio"
"315215001",11,"4.rico"
"315215201",11,"3.medio"
"315218201",11,"4.rico"
"315302501",71,"2.pobre"
"315302801",11,"4.rico"
"315304701",11,"2.pobre"
"315305501",71,"2.pobre"
"315305801",11,"2.pobre"
"315305802",11,"2.pobre"
"315306001",96,"1.muy_pobre"
"315307001",11,"3.medio"
"315307501",11,"2.pobre"
"315307502",11,"1.muy_pobre"
"315308301",11,"1.muy_pobre"
"315309501",11,"1.muy_pobre"
"315400401",11,"3.medio"
"315401101",11,"2.pobre"
"315401301",71,"4.rico"
"315402601",71,"2.pobre"
"315404301",11,"2.pobre"
"315406101",71,"3.medio"
"315406301",71,"2.pobre"
"315406701",71,"2.pobre"
"315409401",11,"4.rico"
"315501501",71,"4.rico"
"315504501",96,"2.pobre"
"315505401",11,"2.pobre"
"315506901",11,"2.pobre"
"315507501",71,"1.muy_pobre"
"315509401",71,"2.pobre"
"315510301",11,"2.pobre"
"315510601",96,"2.pobre"
"315513201",11,"2.pobre"
"315516001",11,"2.pobre"
"315700801",71,"2.pobre"
"315700901",11,"3.medio"
"315703001",71,"3.medio"
"315704601",11,"3.medio"
"315704701",71,"3.medio"
"315705901",71,"2.pobre"
"315707101",71,"3.medio"
"315707301",71,"3.medio"
"315901901",61,"2.pobre"
"315903301",71,"4.rico"
"315904701",61,"2.pobre"
"315906401",61,"2.pobre"
"315908001",71,"2.pobre"
"315909001",71,"2.pobre"
"315909201",71,"2.pobre"
"315910301",71,"1.muy_pobre"
"315911501",71,"2.pobre"
"316000101",71,"4.rico"
"316004101",71,"1.muy_pobre"
"316005401",71,"5.muy_rico"
"316007201",71,"3.medio"
"316008301",96,"1.muy_pobre"
"316010701",71,"1.muy_pobre"
"316011801",96,"1.muy_pobre"
"316013101",11,"2.pobre"
"316013401",71,"1.muy_pobre"
"316200601",11,"5.muy_rico"
"316201001",11,"3.medio"
"316202401",11,"4.rico"
"316206401",11,"3.medio"
"316207101",96,"3.medio"
"316210501",11,"2.pobre"
"316212401",71,"3.medio"
"316212701",11,"3.medio"
"316212801",11,"3.medio"
"316213101",71,"3.medio"
"316301601",11,"4.rico"
"316303601",11,"3.medio"
"316303701",71,"3.medio"
"316304001",11,"2.pobre"
"316304101",11,"2.pobre"
"316308001",11,"3.medio"
"316312301",96,"1.muy_pobre"
"316313001",11,"2.pobre"
"316313301",11,"2.pobre"
"316316801",11,"3.medio"
"316400501",11,"2.pobre"
"316402801",11,"3.medio"
"316403101",61,"2.pobre"
"316404301",71,"4.rico"
"316409301",96,"2.pobre"
"316410601",71,"3.medio"
"316411701",71,"2.pobre"
"316417201",11,"2.pobre"
"316417801",11,"2.pobre"
"316417802",11,"2.pobre"
"316701601",11,"3.medio"
"316702801",71,"2.pobre"
"316703501",11,"4.rico"
"316705601",11,"4.rico"
"316706601",71,"3.medio"
"316711801",71,"5.muy_rico"
"316714201",11,"4.rico"
"316715701",11,"5.muy_rico"
"316715901",71,"4.rico"
"316801901",11,"5.muy_rico"
"316803001",11,"3.medio"
"316804101",11,"3.medio"
"316805101",71,"3.medio"
"316805201",11,"3.medio"
"316806801",71,"3.medio"
"316810301",71,"4.rico"
"316813101",11,"2.pobre"
"316816401",11,"2.pobre"
"316816801",71,"4.rico"
"317200401",96,"2.pobre"
"317201301",11,"5.muy_rico"
"317202001",11,"4.rico"
"317203401",11,"2.pobre"
"317203501",11,"2.pobre"
"317204801",96,"1.muy_pobre"
"317205601",11,"2.pobre"
"317205901",71,"3.medio"
"317300301",71,"3.medio"
"317301001",11,"2.pobre"
"317304101",61,"2.pobre"
"317305101",61,"2.pobre"
"317308501",71,"4.rico"
"317310101",71,"4.rico"
"317310201",61,"2.pobre"
"317310301",71,"2.pobre"
"317312401",61,"2.pobre"
"317401501",71,"2.pobre"
"317402201",61,"3.medio"
"317402501",71,"3.medio"
"317404101",61,"2.pobre"
"317405001",11,"3.medio"
"317405701",96,"2.pobre"
"317406301",11,"3.medio"
"317406801",11,"3.medio"
"317408401",11,"3.medio"
"317408601",11,"3.medio"
"317504801",71,"4.rico"
"317505001",11,"3.medio"
"317505601",71,"3.medio"
"317505801",11,"2.pobre"
"317506001",71,"3.medio"
"317506601",71,"2.pobre"
"317507601",71,"3.medio"
"317508201",11,"2.pobre"
"317508301",11,"3.medio"
"317701401",71,"3.medio"
"317706201",11,"4.rico"
"317707501",71,"4.rico"
"317707701",71,"3.medio"
"317709001",96,"2.pobre"
"317709701",71,"2.pobre"
"317711601",71,"2.pobre"
"317711701",71,"3.medio"
"317711801",11,"3.medio"
"317801701",71,"2.pobre"
"317802301",71,"3.medio"
"317803401",71,"4.rico"
"317803701",71,"2.pobre"
"317805801",71,"2.pobre"
"317808001",71,"2.pobre"
"317809101",71,"2.pobre"
"317809701",71,"1.muy_pobre"
"317900601",71,"3.medio"
"317900901",71,"3.medio"
"317901501",11,"3.medio"
"317902201",71,"3.medio"
"317902701",11,"2.pobre"
"317903301",71,"4.rico"
"317903901",71,"4.rico"
"317904701",11,"5.muy_rico"
"317906101",11,"5.muy_rico"
"317907801",71,"3.medio"
"318001001",71,"3.medio"
"318001701",71,"3.medio"
"318003401",71,"5.muy_rico"
"318003601",11,"3.medio"
"318005201",71,"3.medio"
"318006201",71,"2.pobre"
"318007101",71,"4.rico"
"318008101",71,"3.medio"
"318009501",71,"3.medio"
"318009601",71,"4.rico"
"318203401",71,"3.medio"
"318203801",11,"2.pobre"
"318205701",11,"3.medio"
"318206501",11,"1.muy_pobre"
"318208701",71,"3.medio"
"318208801",71,"1.muy_pobre"
"318209101",11,"1.muy_pobre"
"318209501",11,"3.medio"
"318211401",71,"2.pobre"
"318213301",71,"2.pobre"
"318300301",71,"4.rico"
"318303101",71,"2.pobre"
"318303501",71,"4.rico"
"318304601",71,"3.medio"
"318305801",71,"4.rico"
"318307101",11,"3.medio"
"318307901",71,"2.pobre"
"318310001",11,"3.medio"
"318311001",71,"3.medio"
"318401001",71,"1.muy_pobre"
"318401901",11,"2.pobre"
"318404701",71,"2.pobre"
"318405801",96,"1.muy_pobre"
"318406401",71,"2.pobre"
"318406701",71,"1.muy_pobre"
"318408701",71,"2.pobre"
"318409201",71,"2.pobre"
"318409301",71,"2.pobre"
"318601001",11,"2.pobre"
"318601201",71,"1.muy_pobre"
"318603101",11,"2.pobre"
"318604601",11,"2.pobre"
"318605201",11,"1.muy_pobre"
"318606301",96,"1.muy_pobre"
"318608901",11,"3.medio"
"318611301",11,"2.pobre"
"318614501",11,"2.pobre"
"318801801",71,"4.rico"
"318807001",71,"2.pobre"
"318807101",71,"2.pobre"
"318808501",11,"2.pobre"
"318814601",96,"2.pobre"
"318818701",11,"3.medio"
"318818901",11,"2.pobre"
"318821601",11,"2.pobre"
"318822101",11,"1.muy_pobre"
"319000701",22,"2.pobre"
"319002901",61,"2.pobre"
"319004601",96,"1.muy_pobre"
"319004701",22,"2.pobre"
"319004801",22,"1.muy_pobre"
"319008501",11,"1.muy_pobre"
"319008601",11,"1.muy_pobre"
"319008801",11,"1.muy_pobre"
"319008901",11,"1.muy_pobre"
"319009501",71,"3.medio"
"319009901",71,"2.pobre"
"319010001",71,"2.pobre"
"319010101",71,"3.medio"
"319010301",71,"2.pobre"
"319202601",71,"1.muy_pobre"
"319202701",11,"1.muy_pobre"
"319202801",11,"2.pobre"
"319202901",11,"2.pobre"
"319203001",11,"2.pobre"
"319205701",71,"2.pobre"
"319205801",11,"1.muy_pobre"
"319205901",71,"1.muy_pobre"
"319206001",71,"1.muy_pobre"
"319208401",11,"1.muy_pobre"
"319212301",43,"1.muy_pobre"
"319212401",43,"1.muy_pobre"
"319212501",43,"1.muy_pobre"
"319212601",43,"2.pobre"
"319212701",43,"2.pobre"
"319302301",96,"2.pobre"
"319302601",96,"2.pobre"
"319302801",71,"3.medio"
"319302901",11,"3.medio"
"319303001",11,"4.rico"
"319308401",11,"2.pobre"
"319309001",11,"1.muy_pobre"
"319309101",11,"1.muy_pobre"
"319309201",11,"2.pobre"
"319309301",71,"2.pobre"
"319319601",71,"2.pobre"
"319319701",11,"1.muy_pobre"
"319319801",11,"2.pobre"
"319319901",11,"1.muy_pobre"
"319320001",96,"2.pobre"
"319703201",71,"3.medio"
"319703401",11,"4.rico"
"319707101",11,"2.pobre"
"319708701",11,"3.medio"
"319709301",71,"2.pobre"
"319710001",71,"4.rico"
"319710501",71,"2.pobre"
"319711101",96,"3.medio"
"319712901",71,"2.pobre"
"319713601",71,"3.medio"
"319800201",71,"4.rico"
"319800701",71,"4.rico"
"319803501",71,"2.pobre"
"319804401",71,"5.muy_rico"
"319805401",71,"3.medio"
"319806001",71,"2.pobre"
"319807601",11,"2.pobre"
"319808201",71,"1.muy_pobre"
"319810501",71,"2.pobre"
"319811701",71,"2.pobre"
"319900501",71,"3.medio"
"319903501",71,"2.pobre"
"319904401",11,"2.pobre"
"319904402",11,"2.pobre"
"319907501",71,"3.medio"
"319907901",71,"4.rico"
"319910201",71,"3.medio"
"319911001",71,"3.medio"
"319912501",71,"2.pobre"
"319913701",71,"2.pobre"
"319914101",71,"4.rico"
"320003101",71,"2.pobre"
"320003601",12,"1.muy_pobre"
"320005401",71,"1.muy_pobre"
"320009201",11,"1.muy_pobre"
"320010401",11,"3.medio"
"320010801",12,"1.muy_pobre"
"320012201",71,"2.pobre"
"320012801",71,"4.rico"
"320013401",71,"3.medio"
"320014501",71,"2.pobre"
"320301201",11,"2.pobre"
"320304201",71,"2.pobre"
"320306001",71,"1.muy_pobre"
"320306601",71,"2.pobre"
"320306701",71,"2.pobre"
"320309701",71,"3.medio"
"320310701",71,"2.pobre"
"320310901",71,"2.pobre"
"320313901",71,"2.pobre"
"320316701",12,"1.muy_pobre"
"320501201",71,"2.pobre"
"320503501",71,"2.pobre"
"320503601",12,"1.muy_pobre"
"320505001",71,"2.pobre"
"320507601",71,"3.medio"
