"cuestionario_hogar_id","HV201","indice_riqueza"
"89712901",11,"3.medio"
"89713501",11,"2.pobre"
"89900501",11,"3.medio"
"89900502",11,"3.medio"
"89905801",11,"4.rico"
"89905901",11,"4.rico"
"89906401",11,"3.medio"
"89908601",11,"2.pobre"
"89909201",11,"3.medio"
"89909301",11,"4.rico"
"89910501",11,"3.medio"
"90002401",11,"5.muy_rico"
"90005201",11,"4.rico"
"90006401",11,"3.medio"
"90010801",11,"5.muy_rico"
"90011901",11,"5.muy_rico"
"90012201",11,"5.muy_rico"
"90013501",11,"4.rico"
"90015601",11,"3.medio"
"90109401",11,"3.medio"
"90109701",11,"3.medio"
"90111601",12,"3.medio"
"90114101",11,"3.medio"
"90115701",11,"3.medio"
"90116401",11,"5.muy_rico"
"90116701",11,"3.medio"
"90118401",11,"4.rico"
"90200901",11,"4.rico"
"90201701",11,"4.rico"
"90207101",11,"4.rico"
"90211201",71,"3.medio"
"90212901",12,"3.medio"
"90215901",11,"4.rico"
"90218901",71,"4.rico"
"90219301",11,"3.medio"
"90302301",11,"4.rico"
"90302501",11,"4.rico"
"90305701",11,"4.rico"
"90306401",11,"3.medio"
"90313801",11,"4.rico"
"90317801",11,"3.medio"
"90318001",11,"3.medio"
"90318301",11,"3.medio"
"90319501",11,"4.rico"
"90402001",11,"4.rico"
"90402501",12,"2.pobre"
"90403101",12,"3.medio"
"90404101",11,"3.medio"
"90405501",11,"3.medio"
"90405901",71,"3.medio"
"90406501",11,"4.rico"
"90406502",11,"3.medio"
"90408101",11,"3.medio"
"90409801",11,"4.rico"
"90410801",11,"5.muy_rico"
"90501201",11,"5.muy_rico"
"90503701",11,"5.muy_rico"
"90504701",11,"5.muy_rico"
"90505101",11,"5.muy_rico"
"90506801",11,"5.muy_rico"
"90507201",11,"4.rico"
"90507601",11,"4.rico"
"90508301",71,"5.muy_rico"
"90509501",11,"4.rico"
"90600101",11,"3.medio"
"90600201",12,"2.pobre"
"90601301",11,"4.rico"
"90604401",11,"4.rico"
"90604701",11,"4.rico"
"90605001",11,"3.medio"
"90606501",11,"4.rico"
"90608401",11,"3.medio"
"90608801",12,"2.pobre"
"90900201",11,"5.muy_rico"
"90900301",11,"4.rico"
"90902801",11,"3.medio"
"90903701",11,"4.rico"
"90905001",71,"4.rico"
"90907701",11,"5.muy_rico"
"90907901",11,"4.rico"
"90910201",12,"2.pobre"
"90911401",11,"3.medio"
"91001801",11,"3.medio"
"91001901",11,"5.muy_rico"
"91002401",11,"4.rico"
"91005101",11,"4.rico"
"91005602",11,"3.medio"
"91005701",11,"3.medio"
"91005702",12,"2.pobre"
"91005703",12,"2.pobre"
"91007001",11,"5.muy_rico"
"91010401",11,"5.muy_rico"
"91013501",11,"4.rico"
"91101101",11,"3.medio"
"91101102",11,"4.rico"
"91101103",11,"3.medio"
"91101104",11,"3.medio"
"91101105",11,"3.medio"
"91101701",11,"5.muy_rico"
"91102701",11,"3.medio"
"91103201",11,"4.rico"
"91103701",11,"3.medio"
"91104101",11,"2.pobre"
"91104201",11,"5.muy_rico"
"91104401",11,"5.muy_rico"
"91107801",11,"3.medio"
"91109601",11,"5.muy_rico"
"91200701",11,"4.rico"
"91200702",11,"5.muy_rico"
"91201001",11,"3.medio"
"91201801",11,"5.muy_rico"
"91203001",12,"2.pobre"
"91204101",11,"2.pobre"
"91204501",12,"2.pobre"
"91204601",11,"3.medio"
"91204701",11,"3.medio"
"91703301",11,"5.muy_rico"
"91703801",11,"5.muy_rico"
"91707901",11,"5.muy_rico"
"91710501",11,"5.muy_rico"
"91713001",11,"5.muy_rico"
"91803501",71,"5.muy_rico"
"91803701",11,"5.muy_rico"
"91806501",11,"5.muy_rico"
"91807701",11,"4.rico"
"91808301",11,"5.muy_rico"
"91809001",11,"5.muy_rico"
"91809701",11,"5.muy_rico"
"91901101",11,"4.rico"
"91902001",11,"5.muy_rico"
"91903001",11,"5.muy_rico"
"91908501",71,"5.muy_rico"
"91915601",71,"5.muy_rico"
"91921301",11,"3.medio"
"91923401",71,"5.muy_rico"
"92101101",71,"4.rico"
"92101401",11,"3.medio"
"92103901",11,"5.muy_rico"
"92104501",71,"3.medio"
"92104502",11,"3.medio"
"92106101",11,"3.medio"
"92108101",11,"4.rico"
"92108401",11,"4.rico"
"92501001",11,"5.muy_rico"
"92501401",11,"5.muy_rico"
"92502101",11,"5.muy_rico"
"92502701",11,"5.muy_rico"
"92506701",11,"5.muy_rico"
"92509401",11,"5.muy_rico"
"92511101",11,"5.muy_rico"
"92803201",11,"5.muy_rico"
"92809301",11,"5.muy_rico"
"92809901",11,"5.muy_rico"
"92810001",11,"5.muy_rico"
"92814101",11,"3.medio"
"92815801",11,"4.rico"
"92816201",11,"4.rico"
"93206401",11,"5.muy_rico"
"93209601",71,"5.muy_rico"
"93215501",11,"5.muy_rico"
"93217901",11,"4.rico"
"93220001",11,"4.rico"
"93220901",11,"5.muy_rico"
"93222001",11,"4.rico"
"93222501",11,"4.rico"
"93301701",71,"4.rico"
"93302401",11,"5.muy_rico"
"93303401",11,"3.medio"
"93309201",11,"5.muy_rico"
"93310301",11,"5.muy_rico"
"93601501",11,"5.muy_rico"
"93602201",11,"4.rico"
"93609201",11,"5.muy_rico"
"93609801",11,"5.muy_rico"
"93613301",11,"5.muy_rico"
"93615701",71,"5.muy_rico"
"93617201",11,"5.muy_rico"
"93618101",11,"3.medio"
"93619001",11,"5.muy_rico"
"94102201",11,"4.rico"
"94105201",71,"3.medio"
"94107901",11,"4.rico"
"94110401",11,"4.rico"
"94110402",11,"5.muy_rico"
"94110403",11,"3.medio"
"94110404",12,"3.medio"
"94111501",11,"3.medio"
"94113801",11,"4.rico"
"94114201",11,"3.medio"
"94114301",11,"4.rico"
"94114601",11,"2.pobre"
"94114701",12,"2.pobre"
"94200201",11,"3.medio"
"94201901",11,"3.medio"
"94202801",11,"4.rico"
"94206601",11,"4.rico"
"94209801",11,"3.medio"
"94210001",11,"2.pobre"
"94210401",11,"3.medio"
"94212001",13,"3.medio"
"94214801",11,"2.pobre"
"94216201",13,"3.medio"
"94301001",11,"4.rico"
"94301801",11,"3.medio"
"94303501",11,"4.rico"
"94304301",11,"5.muy_rico"
"94307001",11,"5.muy_rico"
"94308001",11,"5.muy_rico"
"94308301",11,"5.muy_rico"
"94308401",11,"3.medio"
"94500101",11,"4.rico"
"94500901",71,"4.rico"
"94504101",71,"4.rico"
"94506301",11,"4.rico"
"94511301",11,"3.medio"
"94514201",61,"2.pobre"
"94515101",11,"3.medio"
"94516101",11,"4.rico"
"94518201",11,"3.medio"
"94518202",11,"2.pobre"
"94521101",11,"5.muy_rico"
"94600501",11,"3.medio"
"94601001",96,"2.pobre"
"94604701",11,"4.rico"
"94606001",11,"3.medio"
"94609201",11,"4.rico"
"94610201",11,"5.muy_rico"
"94613601",11,"5.muy_rico"
"94614501",11,"4.rico"
"94617901",11,"4.rico"
"94618501",11,"3.medio"
"94908301",11,"4.rico"
"94910701",11,"5.muy_rico"
"94910702",11,"5.muy_rico"
"94911601",11,"5.muy_rico"
"94911602",11,"4.rico"
"94911603",11,"5.muy_rico"
"94912201",11,"4.rico"
"94912501",11,"4.rico"
"94912701",11,"5.muy_rico"
"94913001",11,"5.muy_rico"
"94914501",11,"5.muy_rico"
"95000401",11,"3.medio"
"95002301",11,"3.medio"
"95005901",11,"5.muy_rico"
"95006801",11,"5.muy_rico"
"95007801",11,"5.muy_rico"
"95007901",11,"4.rico"
"95008401",11,"2.pobre"
"95015201",11,"5.muy_rico"
"95016201",11,"2.pobre"
"95100701",11,"4.rico"
"95103501",11,"5.muy_rico"
"95104701",11,"4.rico"
"95106501",11,"4.rico"
"95106601",11,"2.pobre"
"95107801",11,"5.muy_rico"
"95114501",11,"4.rico"
"95115101",71,"3.medio"
"95118901",11,"4.rico"
"95118902",12,"4.rico"
"95118903",12,"4.rico"
"95120401",11,"4.rico"
"95200301",11,"2.pobre"
"95201501",11,"3.medio"
"95201502",11,"4.rico"
"95202401",71,"1.muy_pobre"
"95204401",11,"3.medio"
"95209501",12,"2.pobre"
"95211501",11,"4.rico"
"95211701",11,"3.medio"
"95212101",11,"4.rico"
"95215201",96,"3.medio"
"95300601",11,"5.muy_rico"
"95304401",11,"4.rico"
"95304701",11,"4.rico"
"95306701",11,"5.muy_rico"
"95307701",11,"4.rico"
"95307901",11,"3.medio"
"95308501",11,"5.muy_rico"
"95315801",11,"4.rico"
"95316101",11,"4.rico"
"95403401",11,"4.rico"
"95404001",11,"5.muy_rico"
"95404002",11,"3.medio"
"95404003",11,"4.rico"
"95404701",11,"5.muy_rico"
"95410701",71,"3.medio"
"95411201",11,"3.medio"
"95413201",11,"5.muy_rico"
"95500501",11,"3.medio"
"95500601",11,"3.medio"
"95504901",11,"5.muy_rico"
"95507001",11,"3.medio"
"95510901",11,"4.rico"
"95511401",11,"4.rico"
"95511501",11,"5.muy_rico"
"95512001",11,"3.medio"
"95801601",11,"5.muy_rico"
"95802901",11,"5.muy_rico"
"95804901",11,"2.pobre"
"95805901",11,"3.medio"
"95806601",11,"4.rico"
"95808501",11,"4.rico"
"95811501",11,"5.muy_rico"
"95811502",11,"4.rico"
"95813301",11,"4.rico"
"95813701",11,"4.rico"
"95815201",11,"5.muy_rico"
"95901801",11,"3.medio"
"95901901",13,"2.pobre"
"95903401",11,"3.medio"
"95904101",13,"2.pobre"
"95905201",11,"4.rico"
"95906101",13,"3.medio"
"95910701",11,"4.rico"
"95911501",11,"2.pobre"
"95911801",11,"3.medio"
"95915401",11,"4.rico"
"96003601",61,"4.rico"
"96006001",61,"3.medio"
"96006501",61,"2.pobre"
"96007701",61,"2.pobre"
"96007901",61,"2.pobre"
"96008601",61,"2.pobre"
"96010601",61,"2.pobre"
"96012001",61,"2.pobre"
"96012501",61,"2.pobre"
"96200501",11,"4.rico"
"96203101",11,"3.medio"
"96203401",11,"4.rico"
"96204201",11,"4.rico"
"96206101",11,"3.medio"
"96207801",11,"4.rico"
"96209901",11,"3.medio"
"96210501",12,"2.pobre"
"96212801",11,"4.rico"
"96213401",11,"4.rico"
"96301201",11,"5.muy_rico"
"96301801",11,"5.muy_rico"
"96302201",11,"5.muy_rico"
"96310501",11,"5.muy_rico"
"96311301",11,"5.muy_rico"
"96403501",11,"5.muy_rico"
"96404701",11,"5.muy_rico"
"96406701",11,"5.muy_rico"
"96408901",11,"5.muy_rico"
"96413601",11,"5.muy_rico"
"96415801",11,"5.muy_rico"
"96416201",11,"5.muy_rico"
"96601201",61,"5.muy_rico"
"96605301",11,"4.rico"
"96610601",11,"4.rico"
"96614801",11,"5.muy_rico"
"96615201",71,"5.muy_rico"
"97301701",11,"4.rico"
"97302901",11,"5.muy_rico"
"97303101",11,"3.medio"
"97304101",11,"4.rico"
"97304601",11,"3.medio"
"97306101",96,"3.medio"
"97306701",11,"4.rico"
"97309201",12,"2.pobre"
"97310201",11,"4.rico"
"97311401",11,"5.muy_rico"
"97402701",11,"3.medio"
"97403001",11,"3.medio"
"97404201",11,"2.pobre"
"97404501",11,"2.pobre"
"97405401",11,"2.pobre"
"97405601",11,"4.rico"
"97407701",11,"3.medio"
"97407702",11,"2.pobre"
"97411901",11,"2.pobre"
"97412201",11,"3.medio"
"97412601",11,"2.pobre"
"97501301",11,"4.rico"
"97503201",11,"5.muy_rico"
"97504001",11,"5.muy_rico"
"97504801",11,"4.rico"
"97504901",11,"5.muy_rico"
"97505301",71,"3.medio"
"97506801",11,"3.medio"
"97508501",11,"4.rico"
"97511401",11,"5.muy_rico"
"97514601",11,"5.muy_rico"
"97606701",11,"3.medio"
"97607901",11,"4.rico"
"97609301",11,"4.rico"
"97612601",11,"3.medio"
"97613901",11,"5.muy_rico"
"97614401",11,"3.medio"
"97615201",11,"5.muy_rico"
"97615301",11,"4.rico"
"97617901",11,"2.pobre"
"97618201",11,"4.rico"
"97700501",61,"2.pobre"
"97701101",61,"2.pobre"
"97701201",61,"2.pobre"
"97702201",61,"1.muy_pobre"
"97703001",61,"2.pobre"
"97704501",61,"2.pobre"
"97707101",61,"2.pobre"
"97708001",61,"1.muy_pobre"
"97708401",61,"1.muy_pobre"
"97708901",61,"2.pobre"
"97800201",61,"2.pobre"
"97800501",61,"2.pobre"
"97800901",61,"3.medio"
"97801301",61,"2.pobre"
"97801401",61,"2.pobre"
"97801701",61,"1.muy_pobre"
"97802801",61,"2.pobre"
"97803401",61,"4.rico"
"97804201",61,"1.muy_pobre"
"97804801",61,"2.pobre"
"98000201",11,"3.medio"
"98001101",11,"4.rico"
"98001801",11,"4.rico"
"98003501",11,"3.medio"
"98003601",11,"4.rico"
"98004601",11,"4.rico"
"98005001",11,"4.rico"
"98005501",11,"2.pobre"
"98005901",11,"3.medio"
"98200201",61,"2.pobre"
"98202301",61,"2.pobre"
"98203101",61,"2.pobre"
"98203201",61,"2.pobre"
"98203401",61,"2.pobre"
"98203701",11,"2.pobre"
"98205601",61,"2.pobre"
"98206001",61,"2.pobre"
"98206201",61,"1.muy_pobre"
"98400601",21,"2.pobre"
"98401001",21,"3.medio"
"98401101",21,"3.medio"
"98401501",21,"3.medio"
"98403101",71,"4.rico"
"98405101",21,"3.medio"
"98405501",71,"4.rico"
"98407101",96,"2.pobre"
"98407301",11,"2.pobre"
"98409901",21,"2.pobre"
"98500501",71,"5.muy_rico"
"98501901",11,"5.muy_rico"
"98502601",11,"5.muy_rico"
"98503101",71,"5.muy_rico"
"98503701",11,"5.muy_rico"
"98505401",71,"5.muy_rico"
"98507101",71,"5.muy_rico"
"98507701",11,"5.muy_rico"
"98508001",71,"5.muy_rico"
"98601001",11,"5.muy_rico"
"98602801",12,"2.pobre"
"98604201",11,"3.medio"
"98604301",11,"3.medio"
"98604302",11,"3.medio"
"98604701",11,"3.medio"
"98605001",11,"4.rico"
"98606901",11,"5.muy_rico"
"98607301",11,"3.medio"
"98609801",11,"3.medio"
"98611101",11,"3.medio"
"98800101",11,"3.medio"
"98800701",12,"1.muy_pobre"
"98802601",43,"2.pobre"
"98804901",12,"2.pobre"
"98805101",43,"2.pobre"
"98805201",11,"3.medio"
"98807201",43,"2.pobre"
"98807501",11,"3.medio"
"98810201",11,"4.rico"
"98810701",21,"2.pobre"
"98901401",11,"5.muy_rico"
"98903601",11,"4.rico"
"98905001",11,"2.pobre"
"98906001",11,"4.rico"
"98906002",11,"3.medio"
"98909401",11,"3.medio"
"98914701",11,"5.muy_rico"
"98915001",71,"4.rico"
"98919301",11,"5.muy_rico"
"98919501",11,"5.muy_rico"
"98919701",11,"5.muy_rico"
"99100401",11,"5.muy_rico"
"99100501",11,"4.rico"
"99100801",11,"3.medio"
"99103601",11,"3.medio"
"99104201",11,"3.medio"
"99108401",11,"5.muy_rico"
"99108601",11,"4.rico"
"99108801",11,"5.muy_rico"
"99109801",11,"5.muy_rico"
"99300901",71,"3.medio"
"99301401",11,"4.rico"
"99303501",11,"4.rico"
"99304001",11,"3.medio"
"99306801",11,"5.muy_rico"
"99308601",12,"1.muy_pobre"
"99312401",11,"3.medio"
"99600801",11,"3.medio"
"99604101",11,"5.muy_rico"
"99606501",11,"5.muy_rico"
"99606801",11,"5.muy_rico"
"99606901",11,"4.rico"
"99608601",11,"3.medio"
"99610401",11,"3.medio"
"99610402",11,"3.medio"
"99612001",11,"4.rico"
"99612801",11,"2.pobre"
"99701401",71,"5.muy_rico"
"99701601",11,"5.muy_rico"
"99704501",11,"4.rico"
"99708201",11,"5.muy_rico"
"99710001",11,"3.medio"
"99710601",71,"5.muy_rico"
"99714601",11,"4.rico"
"99714801",11,"2.pobre"
"99714802",11,"2.pobre"
"99716801",11,"5.muy_rico"
"99803201",71,"5.muy_rico"
"99803301",11,"5.muy_rico"
"99805401",11,"5.muy_rico"
"99806901",71,"5.muy_rico"
"99810501",11,"3.medio"
"99810601",11,"5.muy_rico"
"99811401",71,"4.rico"
"99811801",11,"5.muy_rico"
"99813001",71,"4.rico"
"99813401",71,"4.rico"
"99900801",11,"5.muy_rico"
"99903701",11,"5.muy_rico"
"99904001",11,"4.rico"
"99904201",11,"4.rico"
"99907301",11,"3.medio"
"99909301",11,"4.rico"
"99909401",11,"5.muy_rico"
"99910001",11,"5.muy_rico"
"99911401",11,"4.rico"
"100103501",11,"5.muy_rico"
"100104601",71,"5.muy_rico"
"100105501",11,"4.rico"
"100106401",11,"4.rico"
"100108401",11,"5.muy_rico"
"100109401",11,"5.muy_rico"
"100110601",11,"5.muy_rico"
"100110801",11,"5.muy_rico"
"100111101",11,"3.medio"
"100302201",71,"5.muy_rico"
"100302401",71,"5.muy_rico"
"100304501",71,"2.pobre"
"100305901",11,"5.muy_rico"
"100306601",11,"5.muy_rico"
"100308801",11,"2.pobre"
"100311701",11,"4.rico"
"100313801",11,"2.pobre"
"100313802",11,"2.pobre"
"100315101",11,"4.rico"
"100315601",11,"5.muy_rico"
"100402001",11,"3.medio"
"100403101",12,"2.pobre"
"100403401",11,"4.rico"
"100407401",11,"5.muy_rico"
"100407801",11,"3.medio"
"100408001",11,"5.muy_rico"
"100411301",11,"4.rico"
"100413601",11,"3.medio"
"100413602",11,"3.medio"
"100413603",71,"2.pobre"
"100414401",11,"4.rico"
"100416801",71,"5.muy_rico"
"100501601",11,"5.muy_rico"
"100502801",11,"4.rico"
"100503101",11,"3.medio"
"100503501",12,"2.pobre"
"100505201",11,"4.rico"
"100512201",11,"3.medio"
"100513301",11,"3.medio"
"100514501",11,"2.pobre"
"100516001",11,"3.medio"
"100516002",11,"4.rico"
"100516201",11,"5.muy_rico"
"100702101",11,"3.medio"
"100702701",12,"2.pobre"
"100703201",11,"3.medio"
"100704101",11,"4.rico"
"100705101",11,"2.pobre"
"100705201",11,"1.muy_pobre"
"100707401",11,"4.rico"
"100708501",11,"4.rico"
"100709701",11,"2.pobre"
"100712401",11,"1.muy_pobre"
"100800301",11,"4.rico"
"100803901",11,"3.medio"
"100808901",11,"3.medio"
"100810201",11,"4.rico"
"100812901",11,"5.muy_rico"
"100813101",11,"3.medio"
"100813201",71,"4.rico"
"100814301",11,"4.rico"
"100817701",11,"5.muy_rico"
"100818001",11,"5.muy_rico"
"101001001",11,"4.rico"
"101001201",11,"2.pobre"
"101002701",11,"4.rico"
"101005401",11,"4.rico"
"101006201",11,"5.muy_rico"
"101009101",11,"3.medio"
"101010201",11,"5.muy_rico"
"101012401",11,"2.pobre"
"101012601",11,"5.muy_rico"
"101012602",11,"4.rico"
"101014701",11,"2.pobre"
"101100901",11,"4.rico"
"101105201",11,"3.medio"
"101106001",11,"3.medio"
"101107501",13,"2.pobre"
"101108001",71,"2.pobre"
"101113501",11,"4.rico"
"101113601",11,"4.rico"
"101113602",11,"2.pobre"
"101114201",71,"5.muy_rico"
"101114801",71,"4.rico"
"101116901",11,"4.rico"
"101300201",11,"5.muy_rico"
"101301501",11,"5.muy_rico"
"101302601",11,"5.muy_rico"
"101303001",11,"4.rico"
"101311801",11,"3.medio"
"101313801",11,"5.muy_rico"
"101314301",11,"5.muy_rico"
"101314601",11,"3.medio"
"101401001",11,"4.rico"
"101401701",11,"5.muy_rico"
"101403101",11,"3.medio"
"101404901",11,"3.medio"
"101409401",11,"2.pobre"
"101409501",11,"5.muy_rico"
"101410601",11,"2.pobre"
"101413201",11,"2.pobre"
"101415101",11,"4.rico"
"101417901",12,"1.muy_pobre"
"101600501",11,"3.medio"
"101603901",11,"4.rico"
"101604501",96,"3.medio"
"101604801",11,"3.medio"
"101605701",11,"3.medio"
"101608301",11,"3.medio"
"101608801",11,"4.rico"
"101609201",11,"3.medio"
"101609601",11,"3.medio"
"101610301",11,"3.medio"
"101800201",11,"2.pobre"
"101802801",11,"3.medio"
"101804201",11,"5.muy_rico"
"101805801",11,"4.rico"
"101805802",11,"2.pobre"
"101805803",11,"2.pobre"
"101807701",11,"3.medio"
"101808001",11,"4.rico"
"101808901",11,"2.pobre"
"101808902",11,"2.pobre"
"101808903",11,"2.pobre"
"101808904",11,"2.pobre"
"101810101",11,"3.medio"
"101810201",11,"4.rico"
"101811301",71,"5.muy_rico"
"101900401",12,"2.pobre"
"101902101",11,"4.rico"
"101903301",11,"5.muy_rico"
"101903501",11,"4.rico"
"101904701",11,"4.rico"
"101906801",11,"2.pobre"
"101909301",11,"5.muy_rico"
"101912401",11,"3.medio"
"101913101",71,"5.muy_rico"
"102001601",71,"5.muy_rico"
"102003101",11,"3.medio"
"102003401",71,"5.muy_rico"
"102004601",11,"5.muy_rico"
"102005201",11,"4.rico"
"102006601",11,"5.muy_rico"
"102007801",11,"5.muy_rico"
"102008601",11,"5.muy_rico"
"102009101",11,"5.muy_rico"
"102100801",11,"3.medio"
"102101901",11,"5.muy_rico"
"102104501",11,"3.medio"
"102104502",11,"3.medio"
"102105801",21,"3.medio"
"102106101",11,"4.rico"
"102107701",11,"4.rico"
"102108701",11,"5.muy_rico"
"102110101",11,"4.rico"
"102110102",11,"3.medio"
"102112301",11,"2.pobre"
"102112801",11,"4.rico"
"102201201",11,"1.muy_pobre"
"102202001",11,"2.pobre"
"102202901",11,"2.pobre"
"102203501",11,"2.pobre"
"102204401",11,"2.pobre"
"102206001",11,"3.medio"
"102206401",11,"2.pobre"
"102206701",11,"3.medio"
"102206801",11,"1.muy_pobre"
"102207701",11,"3.medio"
"102301301",11,"2.pobre"
"102301401",61,"1.muy_pobre"
"102303001",11,"3.medio"
"102305901",11,"2.pobre"
"102306101",96,"1.muy_pobre"
"102307601",11,"2.pobre"
"102308501",11,"2.pobre"
"102309301",11,"3.medio"
"102309701",11,"2.pobre"
"102500401",61,"2.pobre"
"102501301",61,"2.pobre"
"102502301",61,"2.pobre"
"102505701",61,"1.muy_pobre"
"102507601",61,"2.pobre"
"102508001",61,"2.pobre"
"102511501",61,"3.medio"
"102512801",61,"2.pobre"
"102513001",61,"2.pobre"
"102514101",61,"3.medio"
"102600401",61,"2.pobre"
"102601401",61,"1.muy_pobre"
"102601501",61,"1.muy_pobre"
"102601801",61,"3.medio"
"102603601",61,"1.muy_pobre"
"102603701",61,"2.pobre"
"102605601",71,"1.muy_pobre"
"102607701",61,"2.pobre"
"102608801",61,"1.muy_pobre"
"102703501",11,"3.medio"
"102704401",11,"4.rico"
"102706401",11,"2.pobre"
"102711001",11,"3.medio"
"102711301",11,"2.pobre"
"102711601",96,"2.pobre"
"102712001",11,"3.medio"
"102712101",13,"4.rico"
"102713001",11,"3.medio"
"102713101",11,"3.medio"
"102802501",21,"2.pobre"
"102804101",11,"2.pobre"
"102806201",11,"2.pobre"
"102806401",12,"1.muy_pobre"
"102806901",13,"2.pobre"
"102807901",11,"3.medio"
"102808801",11,"2.pobre"
"102808901",11,"2.pobre"
"102810301",11,"3.medio"
"102811801",12,"1.muy_pobre"
"103100201",11,"3.medio"
"103100301",11,"2.pobre"
"103101001",11,"4.rico"
"103101101",11,"3.medio"
"103101201",11,"4.rico"
"103104301",11,"2.pobre"
"103104401",71,"3.medio"
"103104501",11,"4.rico"
"103104601",71,"5.muy_rico"
"103104701",12,"2.pobre"
"103104801",11,"2.pobre"
"103104901",11,"3.medio"
"103105001",12,"2.pobre"
"103105301",11,"3.medio"
"103105401",11,"2.pobre"
"103200201",11,"2.pobre"
"103200401",11,"1.muy_pobre"
"103200701",11,"1.muy_pobre"
"103201501",11,"2.pobre"
"103201801",11,"4.rico"
"103202201",11,"2.pobre"
"103203001",12,"1.muy_pobre"
"103203501",12,"1.muy_pobre"
"103204801",11,"1.muy_pobre"
"103205101",12,"2.pobre"
"103205201",12,"2.pobre"
"103205501",11,"1.muy_pobre"
"103205601",11,"2.pobre"
"103205701",11,"1.muy_pobre"
"103206401",12,"2.pobre"
"103302401",21,"2.pobre"
"103302501",43,"2.pobre"
"103302601",21,"2.pobre"
"103302701",21,"1.muy_pobre"
"103302901",21,"3.medio"
"103309001",21,"2.pobre"
"103309101",21,"3.medio"
"103309301",22,"2.pobre"
"103309401",22,"2.pobre"
"103309501",22,"2.pobre"
"103313401",96,"1.muy_pobre"
"103313501",43,"1.muy_pobre"
"103313601",21,"2.pobre"
"103313701",22,"2.pobre"
"103313801",21,"2.pobre"
"103701601",11,"2.pobre"
"103701701",11,"3.medio"
"103704301",11,"2.pobre"
"103704401",11,"2.pobre"
"103704501",11,"2.pobre"
"103704901",11,"2.pobre"
"103705701",11,"1.muy_pobre"
"103706501",11,"2.pobre"
"103706801",12,"1.muy_pobre"
"103707201",11,"3.medio"
"103710201",12,"2.pobre"
"103710401",11,"2.pobre"
"103710501",12,"2.pobre"
"103710601",11,"2.pobre"
"103901601",11,"1.muy_pobre"
"103901701",96,"2.pobre"
"103901801",96,"1.muy_pobre"
"103901901",11,"1.muy_pobre"
"103902001",11,"2.pobre"
"103905601",12,"1.muy_pobre"
"103906101",13,"1.muy_pobre"
"103906301",11,"1.muy_pobre"
"103906401",12,"1.muy_pobre"
"103906501",13,"1.muy_pobre"
"103908001",12,"1.muy_pobre"
"103908101",13,"1.muy_pobre"
"103908201",12,"1.muy_pobre"
"103908301",11,"1.muy_pobre"
"104000201",11,"1.muy_pobre"
"104000401",11,"1.muy_pobre"
"104000501",11,"1.muy_pobre"
"104002101",11,"1.muy_pobre"
"104002901",11,"1.muy_pobre"
"104003801",11,"1.muy_pobre"
"104003901",11,"1.muy_pobre"
"104004101",11,"2.pobre"
"104004501",11,"2.pobre"
"104004901",11,"1.muy_pobre"
"104005201",11,"2.pobre"
"104005601",11,"1.muy_pobre"
"104100301",11,"1.muy_pobre"
"104101701",11,"1.muy_pobre"
"104101801",96,"1.muy_pobre"
"104103301",11,"1.muy_pobre"
"104103801",11,"2.pobre"
"104104801",11,"1.muy_pobre"
"104104901",11,"1.muy_pobre"
"104105401",11,"1.muy_pobre"
"104105501",11,"1.muy_pobre"
"104106001",11,"1.muy_pobre"
"104106301",96,"1.muy_pobre"
"104106401",11,"1.muy_pobre"
"104106601",96,"1.muy_pobre"
"104107401",11,"1.muy_pobre"
"104402701",11,"1.muy_pobre"
"104403001",11,"1.muy_pobre"
"104404201",11,"2.pobre"
"104405001",11,"1.muy_pobre"
"104406001",11,"3.medio"
"104406002",12,"2.pobre"
"104406701",11,"2.pobre"
"104411201",11,"3.medio"
"104412001",11,"2.pobre"
"104412301",11,"2.pobre"
"104412801",11,"1.muy_pobre"
"104413401",11,"2.pobre"
"104413601",11,"1.muy_pobre"
"104500301",71,"5.muy_rico"
"104501501",71,"3.medio"
"104501601",71,"5.muy_rico"
"104502001",71,"5.muy_rico"
"104507601",71,"3.medio"
"104507801",71,"3.medio"
"104509701",71,"5.muy_rico"
"104510401",71,"3.medio"
"104512901",71,"2.pobre"
"104514401",71,"3.medio"
"104600901",71,"1.muy_pobre"
"104604001",71,"2.pobre"
"104605501",71,"1.muy_pobre"
"104606401",71,"1.muy_pobre"
"104609001",96,"1.muy_pobre"
"104610001",13,"1.muy_pobre"
"104611001",71,"3.medio"
"104611901",13,"1.muy_pobre"
"104614001",71,"2.pobre"
"104614501",13,"1.muy_pobre"
"104700801",71,"1.muy_pobre"
"104703901",11,"2.pobre"
"104707901",71,"2.pobre"
"104708201",11,"2.pobre"
"104709801",71,"1.muy_pobre"
"104712201",71,"2.pobre"
"104715601",71,"1.muy_pobre"
"104718801",11,"2.pobre"
"104719601",11,"3.medio"
"104720501",71,"2.pobre"
"104720502",71,"1.muy_pobre"
"104802701",12,"2.pobre"
"104802702",12,"1.muy_pobre"
"104802703",12,"2.pobre"
"104803801",71,"2.pobre"
"104806201",71,"3.medio"
"104808201",11,"4.rico"
"104808701",11,"5.muy_rico"
"104808702",12,"2.pobre"
"104808703",12,"2.pobre"
"104809301",71,"2.pobre"
"104812401",11,"2.pobre"
"104813801",71,"5.muy_rico"
"104813901",71,"3.medio"
"104814101",11,"2.pobre"
