"cuestionario_individual_id","cuestionario_hogar_id","estado_entrevista","region","tipo_de_residencia"
"069712101  2","69712101",1,"Junin","rural"
"069712201  2","69712201",1,"Junin","rural"
"069801601  2","69801601",1,"Junin","rural"
"069801601  5","69801601",1,"Junin","rural"
"069801801  1","69801801",1,"Junin","rural"
"069801901  2","69801901",1,"Junin","rural"
"069802701  2","69802701",1,"Junin","rural"
"069803901  2","69803901",1,"Junin","rural"
"069803901  5","69803901",1,"Junin","rural"
"069804001  2","69804001",1,"Junin","rural"
"069804501  2","69804501",1,"Junin","rural"
"069804601  2","69804601",1,"Junin","rural"
"069805501  2","69805501",1,"Junin","rural"
"069806301  1","69806301",1,"Junin","rural"
"069903401  4","69903401",1,"Junin","rural"
"069903401  8","69903401",1,"Junin","rural"
"069903601  2","69903601",1,"Junin","rural"
"069903701  2","69903701",1,"Junin","rural"
"069908901  2","69908901",1,"Junin","rural"
"069909001  2","69909001",1,"Junin","rural"
"069909101  2","69909101",1,"Junin","rural"
"069909101  4","69909101",1,"Junin","rural"
"069909301  2","69909301",1,"Junin","rural"
"069909301  6","69909301",1,"Junin","rural"
"069909401  2","69909401",1,"Junin","rural"
"069911901  2","69911901",1,"Junin","rural"
"069912701  2","69912701",1,"Junin","rural"
"070104101  3","70104101",1,"La Libertad","urbano"
"070104101  4","70104101",1,"La Libertad","urbano"
"070105301  1","70105301",1,"La Libertad","urbano"
"070105302  1","70105302",1,"La Libertad","urbano"
"070105901  3","70105901",1,"La Libertad","urbano"
"070107601  2","70107601",1,"La Libertad","urbano"
"070203901  2","70203901",1,"La Libertad","urbano"
"070203901  3","70203901",1,"La Libertad","urbano"
"070205201  2","70205201",1,"La Libertad","urbano"
"070205201  4","70205201",1,"La Libertad","urbano"
"070205201  6","70205201",1,"La Libertad","urbano"
"070210201  2","70210201",1,"La Libertad","urbano"
"070211401  2","70211401",1,"La Libertad","urbano"
"070212501  1","70212501",1,"La Libertad","urbano"
"070212501  2","70212501",1,"La Libertad","urbano"
"070214201  3","70214201",1,"La Libertad","urbano"
"070216601  6","70216601",1,"La Libertad","urbano"
"070217101  2","70217101",1,"La Libertad","urbano"
"070301201  2","70301201",1,"La Libertad","urbano"
"070303501  1","70303501",1,"La Libertad","urbano"
"070303501  2","70303501",1,"La Libertad","urbano"
"070303501  6","70303501",1,"La Libertad","urbano"
"070309101  2","70309101",1,"La Libertad","urbano"
"070309101  5","70309101",1,"La Libertad","urbano"
"070310601  2","70310601",1,"La Libertad","urbano"
"070316001  2","70316001",1,"La Libertad","urbano"
"070402701  2","70402701",1,"La Libertad","urbano"
"070402701  3","70402701",1,"La Libertad","urbano"
"070402701  5","70402701",1,"La Libertad","urbano"
"070404101  2","70404101",1,"La Libertad","urbano"
"070407301  2","70407301",1,"La Libertad","urbano"
"070407301  3","70407301",1,"La Libertad","urbano"
"070408301  3","70408301",1,"La Libertad","urbano"
"070409801  4","70409801",1,"La Libertad","urbano"
"070410201  2","70410201",1,"La Libertad","urbano"
"070412801  2","70412801",1,"La Libertad","urbano"
"070412801  4","70412801",1,"La Libertad","urbano"
"070416101  2","70416101",1,"La Libertad","urbano"
"070508401  1","70508401",1,"La Libertad","urbano"
"070508401  3","70508401",1,"La Libertad","urbano"
"070514401  2","70514401",1,"La Libertad","urbano"
"070514901  2","70514901",1,"La Libertad","urbano"
"070703501  3","70703501",1,"La Libertad","urbano"
"070703601  2","70703601",1,"La Libertad","urbano"
"070704601  2","70704601",1,"La Libertad","urbano"
"070706001  3","70706001",1,"La Libertad","urbano"
"070711901  2","70711901",1,"La Libertad","urbano"
"070712201  2","70712201",1,"La Libertad","urbano"
"071102201  7","71102201",1,"La Libertad","urbano"
"071102401  1","71102401",1,"La Libertad","urbano"
"071103801  2","71103801",1,"La Libertad","urbano"
"071106201  2","71106201",1,"La Libertad","urbano"
"071106201  5","71106201",1,"La Libertad","urbano"
"071106901  2","71106901",1,"La Libertad","urbano"
"071108502  2","71108502",1,"La Libertad","urbano"
"071108801  2","71108801",1,"La Libertad","urbano"
"071302501  4","71302501",1,"La Libertad","urbano"
"071304101  2","71304101",1,"La Libertad","urbano"
"071304101  3","71304101",1,"La Libertad","urbano"
"071304102  1","71304102",1,"La Libertad","urbano"
"071306201  2","71306201",1,"La Libertad","urbano"
"071400101  2","71400101",1,"La Libertad","urbano"
"071400101  3","71400101",1,"La Libertad","urbano"
"071400101  4","71400101",1,"La Libertad","urbano"
"071402301  2","71402301",1,"La Libertad","urbano"
"071404101  2","71404101",1,"La Libertad","urbano"
"071405601  2","71405601",1,"La Libertad","urbano"
"071407801  2","71407801",1,"La Libertad","urbano"
"071408201  2","71408201",1,"La Libertad","urbano"
"071409301  3","71409301",1,"La Libertad","urbano"
"071409301  5","71409301",1,"La Libertad","urbano"
"071411901  3","71411901",1,"La Libertad","urbano"
"071411901  4","71411901",1,"La Libertad","urbano"
"071506101  2","71506101",1,"La Libertad","urbano"
"071506101  3","71506101",1,"La Libertad","urbano"
"071508401  1","71508401",1,"La Libertad","urbano"
"071508401  2","71508401",1,"La Libertad","urbano"
"071508401  3","71508401",1,"La Libertad","urbano"
"071513201  2","71513201",1,"La Libertad","urbano"
"071513501  2","71513501",1,"La Libertad","urbano"
"071513501  3","71513501",1,"La Libertad","urbano"
"071513501  4","71513501",1,"La Libertad","urbano"
"071513501  5","71513501",1,"La Libertad","urbano"
"071513601  3","71513601",1,"La Libertad","urbano"
"071518501  2","71518501",1,"La Libertad","urbano"
"071519301  2","71519301",1,"La Libertad","urbano"
"071519301  4","71519301",1,"La Libertad","urbano"
"071519301  6","71519301",1,"La Libertad","urbano"
"071519301  7","71519301",1,"La Libertad","urbano"
"071519701  3","71519701",1,"La Libertad","urbano"
"071519701  6","71519701",1,"La Libertad","urbano"
"071804601  1","71804601",1,"La Libertad","urbano"
"071807601  2","71807601",1,"La Libertad","urbano"
"071807601  3","71807601",1,"La Libertad","urbano"
"071809001  4","71809001",1,"La Libertad","urbano"
"071809001  5","71809001",1,"La Libertad","urbano"
"071810801  1","71810801",1,"La Libertad","urbano"
"071810801  5","71810801",1,"La Libertad","urbano"
"071811401  2","71811401",1,"La Libertad","urbano"
"072003301  2","72003301",1,"La Libertad","urbano"
"072005401  2","72005401",1,"La Libertad","urbano"
"072005401  3","72005401",1,"La Libertad","urbano"
"072008301  4","72008301",1,"La Libertad","urbano"
"072010001  2","72010001",1,"La Libertad","urbano"
"072010001  5","72010001",1,"La Libertad","urbano"
"072011001  1","72011001",1,"La Libertad","urbano"
"072011001  3","72011001",1,"La Libertad","urbano"
"072011301  2","72011301",1,"La Libertad","urbano"
"072011301  5","72011301",1,"La Libertad","urbano"
"072011401  2","72011401",1,"La Libertad","urbano"
"072016201  2","72016201",1,"La Libertad","urbano"
"072100201  2","72100201",1,"La Libertad","urbano"
"072100201  3","72100201",1,"La Libertad","urbano"
"072101901  1","72101901",1,"La Libertad","urbano"
"072102901  1","72102901",1,"La Libertad","urbano"
"072102901  4","72102901",1,"La Libertad","urbano"
"072102901  5","72102901",1,"La Libertad","urbano"
"072109301  1","72109301",1,"La Libertad","urbano"
"072109301  5","72109301",1,"La Libertad","urbano"
"072110601  3","72110601",1,"La Libertad","urbano"
"072111601  1","72111601",1,"La Libertad","urbano"
"072112101  2","72112101",1,"La Libertad","urbano"
"072112101  3","72112101",1,"La Libertad","urbano"
"072113301  2","72113301",1,"La Libertad","urbano"
"072113301  5","72113301",1,"La Libertad","urbano"
"072117101  3","72117101",1,"La Libertad","urbano"
"072117101  4","72117101",1,"La Libertad","urbano"
"072117101  7","72117101",1,"La Libertad","urbano"
"072404601  2","72404601",1,"La Libertad","urbano"
"072407201  1","72407201",1,"La Libertad","urbano"
"072409801  3","72409801",1,"La Libertad","urbano"
"072409901  1","72409901",1,"La Libertad","urbano"
"072414601  2","72414601",1,"La Libertad","urbano"
"072414601  3","72414601",1,"La Libertad","urbano"
"072415401  4","72415401",1,"La Libertad","urbano"
"072418501  1","72418501",1,"La Libertad","urbano"
"072501101  4","72501101",1,"La Libertad","urbano"
"072502901  2","72502901",1,"La Libertad","urbano"
"072508501  3","72508501",1,"La Libertad","urbano"
"072516101  4","72516101",1,"La Libertad","urbano"
"072516102  2","72516102",1,"La Libertad","urbano"
"072516103  2","72516103",1,"La Libertad","urbano"
"072516602  2","72516602",1,"La Libertad","urbano"
"072519501  3","72519501",1,"La Libertad","urbano"
"072603301  3","72603301",1,"La Libertad","urbano"
"072603301  4","72603301",1,"La Libertad","urbano"
"072603401  2","72603401",1,"La Libertad","urbano"
"072603401  5","72603401",1,"La Libertad","urbano"
"072603801  2","72603801",1,"La Libertad","urbano"
"072606501  2","72606501",1,"La Libertad","urbano"
"072612501  2","72612501",1,"La Libertad","urbano"
"072613701  3","72613701",1,"La Libertad","urbano"
"072613701  7","72613701",1,"La Libertad","urbano"
"072613701 10","72613701",1,"La Libertad","urbano"
"072614001  1","72614001",1,"La Libertad","urbano"
"072703101  2","72703101",1,"La Libertad","urbano"
"072704901  2","72704901",1,"La Libertad","urbano"
"072705701  4","72705701",1,"La Libertad","urbano"
"072705701  9","72705701",1,"La Libertad","urbano"
"072707801  1","72707801",1,"La Libertad","urbano"
"072707801  2","72707801",1,"La Libertad","urbano"
"072707801  3","72707801",1,"La Libertad","urbano"
"072708201  2","72708201",1,"La Libertad","urbano"
"072710901  2","72710901",1,"La Libertad","urbano"
"072711101  4","72711101",1,"La Libertad","urbano"
"072711101  7","72711101",1,"La Libertad","urbano"
"072802201  2","72802201",1,"La Libertad","urbano"
"072803601  2","72803601",1,"La Libertad","urbano"
"072803901  2","72803901",1,"La Libertad","urbano"
"072804001  2","72804001",1,"La Libertad","urbano"
"072805001  2","72805001",1,"La Libertad","urbano"
"072805701  2","72805701",1,"La Libertad","urbano"
"072805701  5","72805701",1,"La Libertad","urbano"
"072806001  2","72806001",1,"La Libertad","urbano"
"072806201  2","72806201",1,"La Libertad","urbano"
"073000201  2","73000201",1,"La Libertad","urbano"
"073001401  2","73001401",1,"La Libertad","urbano"
"073005001  3","73005001",1,"La Libertad","urbano"
"073005401  2","73005401",1,"La Libertad","urbano"
"073005402  1","73005402",1,"La Libertad","urbano"
"073008301  2","73008301",1,"La Libertad","urbano"
"073008401  2","73008401",1,"La Libertad","urbano"
"073008901  2","73008901",1,"La Libertad","urbano"
"073010101  2","73010101",1,"La Libertad","urbano"
"073100201  3","73100201",1,"La Libertad","urbano"
"073101201  2","73101201",1,"La Libertad","urbano"
"073101201  5","73101201",1,"La Libertad","urbano"
"073101401  2","73101401",1,"La Libertad","urbano"
"073102201  1","73102201",1,"La Libertad","urbano"
"073102201  2","73102201",1,"La Libertad","urbano"
"073110301  2","73110301",1,"La Libertad","urbano"
"073302401  2","73302401",1,"La Libertad","urbano"
"073304701  1","73304701",1,"La Libertad","urbano"
"073307501  2","73307501",1,"La Libertad","urbano"
"073307501  3","73307501",1,"La Libertad","urbano"
"073308501  2","73308501",1,"La Libertad","urbano"
"073308801  2","73308801",1,"La Libertad","urbano"
"073309101  1","73309101",1,"La Libertad","urbano"
"073400601  2","73400601",1,"La Libertad","urbano"
"073402101  2","73402101",1,"La Libertad","urbano"
"073402601  1","73402601",1,"La Libertad","urbano"
"073404601  1","73404601",1,"La Libertad","urbano"
"073404601  4","73404601",1,"La Libertad","urbano"
"073406901  2","73406901",1,"La Libertad","urbano"
"073408801  2","73408801",1,"La Libertad","urbano"
"073408801  3","73408801",1,"La Libertad","urbano"
"073408901  2","73408901",1,"La Libertad","urbano"
"073410301  2","73410301",1,"La Libertad","urbano"
"073410701  2","73410701",1,"La Libertad","urbano"
"073501601  2","73501601",1,"La Libertad","urbano"
"073505301  2","73505301",1,"La Libertad","urbano"
"073505501  1","73505501",1,"La Libertad","urbano"
"073505501  4","73505501",1,"La Libertad","urbano"
"073509301  1","73509301",1,"La Libertad","urbano"
"073509301  3","73509301",1,"La Libertad","urbano"
"073509701  1","73509701",1,"La Libertad","urbano"
"073510201  1","73510201",1,"La Libertad","urbano"
"073510201  2","73510201",1,"La Libertad","urbano"
"073514301  2","73514301",1,"La Libertad","urbano"
"073514301  5","73514301",1,"La Libertad","urbano"
"073519201  3","73519201",1,"La Libertad","urbano"
"073519201  4","73519201",1,"La Libertad","urbano"
"073601401  2","73601401",1,"La Libertad","urbano"
"073601401  3","73601401",1,"La Libertad","urbano"
"073601901  2","73601901",1,"La Libertad","urbano"
"073603901  2","73603901",1,"La Libertad","urbano"
"073605001  2","73605001",1,"La Libertad","urbano"
"073605701  1","73605701",1,"La Libertad","urbano"
"073605701  3","73605701",1,"La Libertad","urbano"
"073605701  6","73605701",1,"La Libertad","urbano"
"073608901  2","73608901",1,"La Libertad","urbano"
"073608901  4","73608901",1,"La Libertad","urbano"
"073611901  2","73611901",1,"La Libertad","urbano"
"073703101  2","73703101",1,"La Libertad","urbano"
"073703101  4","73703101",1,"La Libertad","urbano"
"073703101  5","73703101",1,"La Libertad","urbano"
"073703501  2","73703501",1,"La Libertad","urbano"
"073703901  3","73703901",1,"La Libertad","urbano"
"073706201  2","73706201",1,"La Libertad","urbano"
"073707501  2","73707501",1,"La Libertad","urbano"
"073710201  2","73710201",1,"La Libertad","urbano"
"073710501  3","73710501",1,"La Libertad","urbano"
"074100401  2","74100401",1,"La Libertad","urbano"
"074100801  2","74100801",1,"La Libertad","urbano"
"074103801  2","74103801",1,"La Libertad","urbano"
"074104901  1","74104901",1,"La Libertad","urbano"
"074105201  1","74105201",1,"La Libertad","urbano"
"074106202  2","74106202",1,"La Libertad","urbano"
"074106202  3","74106202",1,"La Libertad","urbano"
"074106301  2","74106301",1,"La Libertad","urbano"
"074107101  1","74107101",1,"La Libertad","urbano"
"074107101  4","74107101",1,"La Libertad","urbano"
"074110601  2","74110601",1,"La Libertad","urbano"
"074202601  2","74202601",1,"La Libertad","urbano"
"074205401  2","74205401",1,"La Libertad","urbano"
"074211401  2","74211401",1,"La Libertad","urbano"
"074214201  3","74214201",1,"La Libertad","urbano"
"074214401  2","74214401",1,"La Libertad","urbano"
"074214401  3","74214401",1,"La Libertad","urbano"
"074214401  4","74214401",1,"La Libertad","urbano"
"074217101  2","74217101",1,"La Libertad","urbano"
"074217101  4","74217101",1,"La Libertad","urbano"
"074217101  6","74217101",1,"La Libertad","urbano"
"074218501  1","74218501",1,"La Libertad","urbano"
"074401601  2","74401601",1,"La Libertad","urbano"
"074401601  6","74401601",1,"La Libertad","urbano"
"074402101  1","74402101",1,"La Libertad","urbano"
"074402101  2","74402101",1,"La Libertad","urbano"
"074402501  2","74402501",1,"La Libertad","urbano"
"074405501  2","74405501",1,"La Libertad","urbano"
"074405601  3","74405601",1,"La Libertad","urbano"
"074410701  2","74410701",1,"La Libertad","urbano"
"074412301  2","74412301",1,"La Libertad","urbano"
"074412401  2","74412401",1,"La Libertad","urbano"
"074412401  5","74412401",1,"La Libertad","urbano"
"074412901  3","74412901",1,"La Libertad","urbano"
"074413401  5","74413401",1,"La Libertad","urbano"
"074500901  2","74500901",1,"La Libertad","urbano"
"074503501  2","74503501",1,"La Libertad","urbano"
"074510001  2","74510001",1,"La Libertad","urbano"
"074513201  2","74513201",1,"La Libertad","urbano"
"074513701  2","74513701",1,"La Libertad","urbano"
"074514401  3","74514401",1,"La Libertad","urbano"
"074514401  4","74514401",1,"La Libertad","urbano"
"074527901  2","74527901",1,"La Libertad","urbano"
"074528501  2","74528501",1,"La Libertad","urbano"
"074601701  1","74601701",1,"La Libertad","urbano"
"074601701  2","74601701",1,"La Libertad","urbano"
"074603301  6","74603301",1,"La Libertad","urbano"
"074605001  2","74605001",1,"La Libertad","urbano"
"074605201  2","74605201",1,"La Libertad","urbano"
"074606601  2","74606601",1,"La Libertad","urbano"
"074606601  3","74606601",1,"La Libertad","urbano"
"074608001  2","74608001",1,"La Libertad","urbano"
"074702701  2","74702701",1,"La Libertad","urbano"
"074705501  1","74705501",1,"La Libertad","urbano"
"074709201  1","74709201",1,"La Libertad","urbano"
"074709201  4","74709201",1,"La Libertad","urbano"
"074709401  2","74709401",1,"La Libertad","urbano"
"074709401  3","74709401",1,"La Libertad","urbano"
"074711001  2","74711001",1,"La Libertad","urbano"
"074712001  2","74712001",1,"La Libertad","urbano"
"074712201  2","74712201",1,"La Libertad","urbano"
"074800901  2","74800901",1,"La Libertad","urbano"
"074801701  2","74801701",1,"La Libertad","urbano"
"074801701  4","74801701",1,"La Libertad","urbano"
"074801801  1","74801801",1,"La Libertad","urbano"
"074804101  1","74804101",1,"La Libertad","urbano"
"074804101  3","74804101",1,"La Libertad","urbano"
"074804101  4","74804101",1,"La Libertad","urbano"
"074805101  3","74805101",1,"La Libertad","urbano"
"074806602  1","74806602",1,"La Libertad","urbano"
"074806602  2","74806602",1,"La Libertad","urbano"
"074808801  2","74808801",1,"La Libertad","urbano"
"074811601  2","74811601",1,"La Libertad","urbano"
"075005601  4","75005601",1,"La Libertad","rural"
"075005801  2","75005801",1,"La Libertad","rural"
"075005901  2","75005901",1,"La Libertad","rural"
"075006001  2","75006001",1,"La Libertad","rural"
"075011401  2","75011401",1,"La Libertad","rural"
"075011501  3","75011501",1,"La Libertad","rural"
"075011601  3","75011601",1,"La Libertad","rural"
"075011801  1","75011801",1,"La Libertad","rural"
"075011901  2","75011901",1,"La Libertad","rural"
"075012001  2","75012001",1,"La Libertad","rural"
"075012001  3","75012001",1,"La Libertad","rural"
"075012001  5","75012001",1,"La Libertad","rural"
"075012101  2","75012101",1,"La Libertad","rural"
"075012201  2","75012201",1,"La Libertad","rural"
"075100601  2","75100601",1,"La Libertad","rural"
"075100801  1","75100801",1,"La Libertad","rural"
"075100801  2","75100801",1,"La Libertad","rural"
"075102001  2","75102001",1,"La Libertad","rural"
"075102101  2","75102101",1,"La Libertad","rural"
"075102201  1","75102201",1,"La Libertad","rural"
"075102201  4","75102201",1,"La Libertad","rural"
"075102601  1","75102601",1,"La Libertad","rural"
"075104301  2","75104301",1,"La Libertad","rural"
"075107101  3","75107101",1,"La Libertad","rural"
"075107801  2","75107801",1,"La Libertad","rural"
"075110301  2","75110301",1,"La Libertad","rural"
"075300601  2","75300601",1,"La Libertad","rural"
"075300601  3","75300601",1,"La Libertad","rural"
"075300701  2","75300701",1,"La Libertad","rural"
"075300801  4","75300801",1,"La Libertad","rural"
"075300901  2","75300901",1,"La Libertad","rural"
"075300901  3","75300901",1,"La Libertad","rural"
"075301001  2","75301001",1,"La Libertad","rural"
"075303101  2","75303101",1,"La Libertad","rural"
"075303101  4","75303101",1,"La Libertad","rural"
"075303301  2","75303301",1,"La Libertad","rural"
"075303501  2","75303501",1,"La Libertad","rural"
"075312501  2","75312501",1,"La Libertad","rural"
"075312901  2","75312901",1,"La Libertad","rural"
"075403201  2","75403201",1,"La Libertad","rural"
"075403601  1","75403601",1,"La Libertad","rural"
"075403701  2","75403701",1,"La Libertad","rural"
"075403801  2","75403801",1,"La Libertad","rural"
"075403801  5","75403801",1,"La Libertad","rural"
"075403801  6","75403801",1,"La Libertad","rural"
"075403901  2","75403901",1,"La Libertad","rural"
"075409201  2","75409201",1,"La Libertad","rural"
"075409401  2","75409401",1,"La Libertad","rural"
"075409501  2","75409501",1,"La Libertad","rural"
"075415901  2","75415901",1,"La Libertad","rural"
"075416001  4","75416001",1,"La Libertad","rural"
"075416101  5","75416101",1,"La Libertad","rural"
"075416701  2","75416701",1,"La Libertad","rural"
"075600201  2","75600201",1,"La Libertad","rural"
"075600301  3","75600301",1,"La Libertad","rural"
"075600301  7","75600301",1,"La Libertad","rural"
"075600401  2","75600401",1,"La Libertad","rural"
"075600601  2","75600601",1,"La Libertad","rural"
"075603501  2","75603501",1,"La Libertad","rural"
"075603601  4","75603601",1,"La Libertad","rural"
"075603801  1","75603801",1,"La Libertad","rural"
"075603901  1","75603901",1,"La Libertad","rural"
"075613401  2","75613401",1,"La Libertad","rural"
"075613501  7","75613501",1,"La Libertad","rural"
"075613601  2","75613601",1,"La Libertad","rural"
"075613701  2","75613701",1,"La Libertad","rural"
"075613701  3","75613701",1,"La Libertad","rural"
"075613801  2","75613801",1,"La Libertad","rural"
"075701401  4","75701401",1,"La Libertad","rural"
"075701401  5","75701401",1,"La Libertad","rural"
"075701901  2","75701901",1,"La Libertad","rural"
"075702601  2","75702601",1,"La Libertad","rural"
"075702601  6","75702601",1,"La Libertad","rural"
"075704201  1","75704201",1,"La Libertad","rural"
"075704301  2","75704301",1,"La Libertad","rural"
"075704301  3","75704301",1,"La Libertad","rural"
"075704701  2","75704701",1,"La Libertad","rural"
"075706901  4","75706901",1,"La Libertad","rural"
"075706901  5","75706901",1,"La Libertad","rural"
"075707901  2","75707901",1,"La Libertad","rural"
"075707901  3","75707901",1,"La Libertad","rural"
"075800601  2","75800601",1,"La Libertad","rural"
"075800701  5","75800701",1,"La Libertad","rural"
"075800801  2","75800801",1,"La Libertad","rural"
"075800801  5","75800801",1,"La Libertad","rural"
"075800801  6","75800801",1,"La Libertad","rural"
"075800901  2","75800901",1,"La Libertad","rural"
"075803301  2","75803301",1,"La Libertad","rural"
"075803301  3","75803301",1,"La Libertad","rural"
"075803501  2","75803501",1,"La Libertad","rural"
"075803601  2","75803601",1,"La Libertad","rural"
"075803601  3","75803601",1,"La Libertad","rural"
"075803701  2","75803701",1,"La Libertad","rural"
"075803701  3","75803701",1,"La Libertad","rural"
"075809801  2","75809801",1,"La Libertad","rural"
"075809901  2","75809901",1,"La Libertad","rural"
"075810101  2","75810101",1,"La Libertad","rural"
"075810101  3","75810101",1,"La Libertad","rural"
"075810101  4","75810101",1,"La Libertad","rural"
"076001001  4","76001001",1,"Lambayeque","urbano"
"076005801  1","76005801",1,"Lambayeque","urbano"
"076007101  1","76007101",1,"Lambayeque","urbano"
"076007201  2","76007201",1,"Lambayeque","urbano"
"076013001  2","76013001",1,"Lambayeque","urbano"
"076013001  4","76013001",1,"Lambayeque","urbano"
"076013001  7","76013001",1,"Lambayeque","urbano"
"076014601  2","76014601",1,"Lambayeque","urbano"
"076201801  1","76201801",1,"Lambayeque","urbano"
"076203401  4","76203401",1,"Lambayeque","urbano"
"076203401  5","76203401",1,"Lambayeque","urbano"
"076203601  2","76203601",1,"Lambayeque","urbano"
"076205201  5","76205201",1,"Lambayeque","urbano"
"076205401  2","76205401",1,"Lambayeque","urbano"
"076206101  1","76206101",1,"Lambayeque","urbano"
"076501001  1","76501001",1,"Lambayeque","urbano"
"076501001  2","76501001",1,"Lambayeque","urbano"
"076501401  2","76501401",1,"Lambayeque","urbano"
"076504301  2","76504301",1,"Lambayeque","urbano"
"076504801  2","76504801",1,"Lambayeque","urbano"
"076508301  3","76508301",1,"Lambayeque","urbano"
"076509101  2","76509101",1,"Lambayeque","urbano"
"076509101  3","76509101",1,"Lambayeque","urbano"
"076511601  3","76511601",1,"Lambayeque","urbano"
"076513301  2","76513301",1,"Lambayeque","urbano"
"076515401  2","76515401",1,"Lambayeque","urbano"
"076601101  2","76601101",1,"Lambayeque","urbano"
"076601101  3","76601101",1,"Lambayeque","urbano"
"076601102  2","76601102",1,"Lambayeque","urbano"
"076602201  1","76602201",1,"Lambayeque","urbano"
"076606001  2","76606001",1,"Lambayeque","urbano"
"076608601  2","76608601",1,"Lambayeque","urbano"
"076608601  3","76608601",1,"Lambayeque","urbano"
"076610401  2","76610401",1,"Lambayeque","urbano"
"076610401  4","76610401",1,"Lambayeque","urbano"
"076610801  2","76610801",1,"Lambayeque","urbano"
"076802801  2","76802801",1,"Lambayeque","urbano"
"076810001  2","76810001",1,"Lambayeque","urbano"
"076810201  2","76810201",1,"Lambayeque","urbano"
"076810201  4","76810201",1,"Lambayeque","urbano"
"076811801  1","76811801",1,"Lambayeque","urbano"
"076811801  3","76811801",1,"Lambayeque","urbano"
"076900401  2","76900401",1,"Lambayeque","urbano"
"076900501  2","76900501",1,"Lambayeque","urbano"
"076902701  1","76902701",1,"Lambayeque","urbano"
"076903001  1","76903001",1,"Lambayeque","urbano"
"076903001  6","76903001",1,"Lambayeque","urbano"
"076903701  2","76903701",1,"Lambayeque","urbano"
"076906001  2","76906001",1,"Lambayeque","urbano"
"076909201  4","76909201",1,"Lambayeque","urbano"
"076910901  1","76910901",1,"Lambayeque","urbano"
"076910901  3","76910901",1,"Lambayeque","urbano"
"077000901  2","77000901",1,"Lambayeque","urbano"
"077000901  6","77000901",1,"Lambayeque","urbano"
"077001501  2","77001501",1,"Lambayeque","urbano"
"077005601  4","77005601",1,"Lambayeque","urbano"
"077005601  5","77005601",1,"Lambayeque","urbano"
"077005602  1","77005602",1,"Lambayeque","urbano"
"077012302  2","77012302",1,"Lambayeque","urbano"
"077013001  2","77013001",1,"Lambayeque","urbano"
"077013201  3","77013201",1,"Lambayeque","urbano"
"077013201  4","77013201",1,"Lambayeque","urbano"
"077013301  2","77013301",1,"Lambayeque","urbano"
"077202601  2","77202601",1,"Lambayeque","urbano"
"077202601  3","77202601",1,"Lambayeque","urbano"
"077204001  2","77204001",1,"Lambayeque","urbano"
"077204101  1","77204101",1,"Lambayeque","urbano"
"077204101  3","77204101",1,"Lambayeque","urbano"
"077204301  2","77204301",1,"Lambayeque","urbano"
"077206601  2","77206601",1,"Lambayeque","urbano"
"077211401  2","77211401",1,"Lambayeque","urbano"
"077211801  2","77211801",1,"Lambayeque","urbano"
"077211801  4","77211801",1,"Lambayeque","urbano"
"077212101  2","77212101",1,"Lambayeque","urbano"
"077506801  2","77506801",1,"Lambayeque","urbano"
"077509901  2","77509901",1,"Lambayeque","urbano"
"077510801  2","77510801",1,"Lambayeque","urbano"
"077801401  2","77801401",1,"Lambayeque","urbano"
"077802701  2","77802701",1,"Lambayeque","urbano"
"077805901  3","77805901",1,"Lambayeque","urbano"
"077809401  2","77809401",1,"Lambayeque","urbano"
"077813401  2","77813401",1,"Lambayeque","urbano"
"077814001  2","77814001",1,"Lambayeque","urbano"
"077814001  5","77814001",1,"Lambayeque","urbano"
"077814001  6","77814001",1,"Lambayeque","urbano"
"077817302  1","77817302",1,"Lambayeque","urbano"
"077817302  2","77817302",1,"Lambayeque","urbano"
"077817601  3","77817601",1,"Lambayeque","urbano"
"077822501  3","77822501",1,"Lambayeque","urbano"
"077822501  4","77822501",1,"Lambayeque","urbano"
"078002401  2","78002401",1,"Lambayeque","urbano"
"078002701  2","78002701",1,"Lambayeque","urbano"
"078003401  2","78003401",1,"Lambayeque","urbano"
"078003401  3","78003401",1,"Lambayeque","urbano"
"078008101  2","78008101",1,"Lambayeque","urbano"
"078009501  2","78009501",1,"Lambayeque","urbano"
"078009501  3","78009501",1,"Lambayeque","urbano"
"078011501  1","78011501",1,"Lambayeque","urbano"
"078011501  4","78011501",1,"Lambayeque","urbano"
"078102601  2","78102601",1,"Lambayeque","urbano"
"078102901  2","78102901",1,"Lambayeque","urbano"
"078102901  4","78102901",1,"Lambayeque","urbano"
"078102901  5","78102901",1,"Lambayeque","urbano"
"078102901  7","78102901",1,"Lambayeque","urbano"
"078102902  1","78102902",1,"Lambayeque","urbano"
"078103201  2","78103201",1,"Lambayeque","urbano"
"078103201  3","78103201",1,"Lambayeque","urbano"
"078103801  3","78103801",1,"Lambayeque","urbano"
"078103801 10","78103801",1,"Lambayeque","urbano"
"078103801 13","78103801",1,"Lambayeque","urbano"
"078104001  2","78104001",1,"Lambayeque","urbano"
"078110601  4","78110601",1,"Lambayeque","urbano"
"078110601  8","78110601",1,"Lambayeque","urbano"
"078114001  2","78114001",1,"Lambayeque","urbano"
"078114002  2","78114002",1,"Lambayeque","urbano"
"078117301  4","78117301",1,"Lambayeque","urbano"
"078117301  5","78117301",1,"Lambayeque","urbano"
"078117601  5","78117601",1,"Lambayeque","urbano"
"078201301  3","78201301",1,"Lambayeque","urbano"
