"cuestionario_individual_id","cuestionario_hogar_id","estado_entrevista","region","tipo_de_residencia"
"000102201  2","102201",1,"Amazonas","urbano"
"000105201  2","105201",1,"Amazonas","urbano"
"000105201  3","105201",1,"Amazonas","urbano"
"000105201  4","105201",1,"Amazonas","urbano"
"000105301  1","105301",1,"Amazonas","urbano"
"000105301  2","105301",1,"Amazonas","urbano"
"000108301  2","108301",1,"Amazonas","urbano"
"000108301  5","108301",1,"Amazonas","urbano"
"000108501  2","108501",1,"Amazonas","urbano"
"000110301  2","110301",1,"Amazonas","urbano"
"000110701  2","110701",1,"Amazonas","urbano"
"000300601  1","300601",1,"Amazonas","urbano"
"000300601  3","300601",1,"Amazonas","urbano"
"000301201  2","301201",1,"Amazonas","urbano"
"000301201  3","301201",1,"Amazonas","urbano"
"000302201  2","302201",1,"Amazonas","urbano"
"000306001  2","306001",1,"Amazonas","urbano"
"000307101  2","307101",1,"Amazonas","urbano"
"000307201  2","307201",1,"Amazonas","urbano"
"000308901  1","308901",1,"Amazonas","urbano"
"000313801  2","313801",1,"Amazonas","urbano"
"000601501  2","601501",1,"Amazonas","urbano"
"000602501  2","602501",1,"Amazonas","urbano"
"000603801  1","603801",1,"Amazonas","urbano"
"000611901  1","611901",1,"Amazonas","urbano"
"000611901  4","611901",1,"Amazonas","urbano"
"000615801  1","615801",1,"Amazonas","urbano"
"000615801  2","615801",1,"Amazonas","urbano"
"000617601  1","617601",1,"Amazonas","urbano"
"000617601  4","617601",1,"Amazonas","urbano"
"000617601  6","617601",1,"Amazonas","urbano"
"000701001  2","701001",1,"Amazonas","urbano"
"000701901  2","701901",1,"Amazonas","urbano"
"000704801  2","704801",1,"Amazonas","urbano"
"000705201  2","705201",1,"Amazonas","urbano"
"000705701  2","705701",1,"Amazonas","urbano"
"000707801  2","707801",1,"Amazonas","urbano"
"000708801  2","708801",1,"Amazonas","urbano"
"000804501  2","804501",1,"Amazonas","urbano"
"000804501  5","804501",1,"Amazonas","urbano"
"000805601  3","805601",1,"Amazonas","urbano"
"000813201  2","813201",1,"Amazonas","urbano"
"000815001  2","815001",1,"Amazonas","urbano"
"000900601  3","900601",1,"Amazonas","urbano"
"000904701  3","904701",1,"Amazonas","urbano"
"000907101  2","907101",1,"Amazonas","urbano"
"000909301  2","909301",1,"Amazonas","urbano"
"000910301  1","910301",1,"Amazonas","urbano"
"000910301  3","910301",1,"Amazonas","urbano"
"000910301  4","910301",1,"Amazonas","urbano"
"000911101  2","911101",1,"Amazonas","urbano"
"000912201  2","912201",1,"Amazonas","urbano"
"001000901  1","1000901",1,"Amazonas","urbano"
"001003401  2","1003401",1,"Amazonas","urbano"
"001003401  3","1003401",1,"Amazonas","urbano"
"001005201  2","1005201",1,"Amazonas","urbano"
"001005201  5","1005201",1,"Amazonas","urbano"
"001006301  2","1006301",1,"Amazonas","urbano"
"001006601  3","1006601",1,"Amazonas","urbano"
"001007001  1","1007001",1,"Amazonas","urbano"
"001104001  2","1104001",1,"Amazonas","urbano"
"001106401  2","1106401",1,"Amazonas","urbano"
"001106401  5","1106401",1,"Amazonas","urbano"
"001106401  7","1106401",1,"Amazonas","urbano"
"001108201  3","1108201",1,"Amazonas","urbano"
"001108401  2","1108401",1,"Amazonas","urbano"
"001108401  3","1108401",1,"Amazonas","urbano"
"001202701  2","1202701",1,"Amazonas","urbano"
"001204801  2","1204801",1,"Amazonas","urbano"
"001204801  3","1204801",1,"Amazonas","urbano"
"001205101  1","1205101",1,"Amazonas","urbano"
"001205101  3","1205101",1,"Amazonas","urbano"
"001207401  1","1207401",1,"Amazonas","urbano"
"001207401  2","1207401",1,"Amazonas","urbano"
"001207401  3","1207401",1,"Amazonas","urbano"
"001210901  1","1210901",1,"Amazonas","urbano"
"001210901  2","1210901",1,"Amazonas","urbano"
"001212601  2","1212601",1,"Amazonas","urbano"
"001301401  2","1301401",1,"Amazonas","urbano"
"001301401  3","1301401",1,"Amazonas","urbano"
"001302101  2","1302101",1,"Amazonas","urbano"
"001304401  4","1304401",1,"Amazonas","urbano"
"001304401  7","1304401",1,"Amazonas","urbano"
"001304501  3","1304501",1,"Amazonas","urbano"
"001304502  2","1304502",1,"Amazonas","urbano"
"001304503  2","1304503",1,"Amazonas","urbano"
"001304601  2","1304601",1,"Amazonas","urbano"
"001305601  2","1305601",1,"Amazonas","urbano"
"001305601  3","1305601",1,"Amazonas","urbano"
"001306101  2","1306101",1,"Amazonas","urbano"
"001309001  2","1309001",1,"Amazonas","urbano"
"001501701  2","1501701",1,"Amazonas","urbano"
"001502201  1","1502201",1,"Amazonas","urbano"
"001502201  2","1502201",1,"Amazonas","urbano"
"001502201  3","1502201",1,"Amazonas","urbano"
"001502401  1","1502401",1,"Amazonas","urbano"
"001502501  4","1502501",1,"Amazonas","urbano"
"001506901  1","1506901",1,"Amazonas","urbano"
"001506901  2","1506901",1,"Amazonas","urbano"
"001509201  2","1509201",1,"Amazonas","urbano"
"001512401  2","1512401",1,"Amazonas","urbano"
"001513101  1","1513101",1,"Amazonas","urbano"
"001513102  2","1513102",1,"Amazonas","urbano"
"001601801  2","1601801",1,"Amazonas","urbano"
"001604101  2","1604101",1,"Amazonas","urbano"
"001604101  4","1604101",1,"Amazonas","urbano"
"001605001  1","1605001",1,"Amazonas","urbano"
"001605501  1","1605501",1,"Amazonas","urbano"
"001607001  1","1607001",1,"Amazonas","urbano"
"001607001  4","1607001",1,"Amazonas","urbano"
"001607701  2","1607701",1,"Amazonas","urbano"
"001608101  2","1608101",1,"Amazonas","urbano"
"001700901  2","1700901",1,"Amazonas","urbano"
"001701501  1","1701501",1,"Amazonas","urbano"
"001703701  2","1703701",1,"Amazonas","urbano"
"001703701  4","1703701",1,"Amazonas","urbano"
"001706401  2","1706401",1,"Amazonas","urbano"
"001710401  2","1710401",1,"Amazonas","urbano"
"001710402  2","1710402",1,"Amazonas","urbano"
"001712501  2","1712501",1,"Amazonas","urbano"
"001712501  5","1712501",1,"Amazonas","urbano"
"001714901  2","1714901",1,"Amazonas","urbano"
"001801601  2","1801601",1,"Amazonas","urbano"
"001801601  3","1801601",1,"Amazonas","urbano"
"001803001  2","1803001",1,"Amazonas","urbano"
"001803201  1","1803201",1,"Amazonas","urbano"
"001803201  3","1803201",1,"Amazonas","urbano"
"001806801  1","1806801",1,"Amazonas","urbano"
"001807601  2","1807601",1,"Amazonas","urbano"
"002001501  2","2001501",1,"Amazonas","urbano"
"002004101  2","2004101",1,"Amazonas","urbano"
"002005601  2","2005601",1,"Amazonas","urbano"
"002007801  2","2007801",1,"Amazonas","urbano"
"002009501  2","2009501",1,"Amazonas","urbano"
"002012101  2","2012101",1,"Amazonas","urbano"
"002013001  2","2013001",1,"Amazonas","urbano"
"002101501  2","2101501",1,"Amazonas","urbano"
"002103501  2","2103501",1,"Amazonas","urbano"
"002106101  2","2106101",1,"Amazonas","urbano"
"002106101  4","2106101",1,"Amazonas","urbano"
"002106101  5","2106101",1,"Amazonas","urbano"
"002107401  2","2107401",1,"Amazonas","urbano"
"002110801  2","2110801",1,"Amazonas","urbano"
"002111501  2","2111501",1,"Amazonas","urbano"
"002112001  2","2112001",1,"Amazonas","urbano"
"002200801  1","2200801",1,"Amazonas","urbano"
"002200801  2","2200801",1,"Amazonas","urbano"
"002202101  2","2202101",1,"Amazonas","urbano"
"002203701  2","2203701",1,"Amazonas","urbano"
"002207901  2","2207901",1,"Amazonas","urbano"
"002210601  2","2210601",1,"Amazonas","urbano"
"002210901  2","2210901",1,"Amazonas","urbano"
"002213501  3","2213501",1,"Amazonas","urbano"
"002301201  2","2301201",1,"Amazonas","urbano"
"002305101  2","2305101",1,"Amazonas","urbano"
"002305101  4","2305101",1,"Amazonas","urbano"
"002305101  6","2305101",1,"Amazonas","urbano"
"002306301  2","2306301",1,"Amazonas","urbano"
"002306301  4","2306301",1,"Amazonas","urbano"
"002307801  2","2307801",1,"Amazonas","urbano"
"002312001  2","2312001",1,"Amazonas","urbano"
"002700901  2","2700901",1,"Amazonas","urbano"
"002701601  1","2701601",1,"Amazonas","urbano"
"002701601  2","2701601",1,"Amazonas","urbano"
"002702101  2","2702101",1,"Amazonas","urbano"
"002705501  4","2705501",1,"Amazonas","urbano"
"002707201  2","2707201",1,"Amazonas","urbano"
"002708501  1","2708501",1,"Amazonas","urbano"
"002901401  5","2901401",1,"Amazonas","rural"
"002901401  7","2901401",1,"Amazonas","rural"
"002901601  2","2901601",1,"Amazonas","rural"
"002901801  2","2901801",1,"Amazonas","rural"
"002901901  2","2901901",1,"Amazonas","rural"
"002902001  1","2902001",1,"Amazonas","rural"
"002902201  2","2902201",1,"Amazonas","rural"
"002902201  3","2902201",1,"Amazonas","rural"
"002902201  5","2902201",1,"Amazonas","rural"
"002902301  2","2902301",1,"Amazonas","rural"
"002902501  1","2902501",1,"Amazonas","rural"
"002908401  2","2908401",1,"Amazonas","rural"
"002908501  2","2908501",1,"Amazonas","rural"
"002908501  3","2908501",1,"Amazonas","rural"
"002908701  2","2908701",1,"Amazonas","rural"
"002908701  4","2908701",1,"Amazonas","rural"
"003001301  2","3001301",1,"Amazonas","rural"
"003001401  2","3001401",1,"Amazonas","rural"
"003001401  4","3001401",1,"Amazonas","rural"
"003001501  2","3001501",1,"Amazonas","rural"
"003001601  2","3001601",1,"Amazonas","rural"
"003014001  3","3014001",1,"Amazonas","rural"
"003014001  5","3014001",1,"Amazonas","rural"
"003014401  2","3014401",1,"Amazonas","rural"
"003014601  2","3014601",1,"Amazonas","rural"
"003017301  2","3017301",1,"Amazonas","rural"
"003017401  2","3017401",1,"Amazonas","rural"
"003017601  3","3017601",1,"Amazonas","rural"
"003017601  5","3017601",1,"Amazonas","rural"
"003017701  1","3017701",1,"Amazonas","rural"
"003100201  2","3100201",1,"Amazonas","rural"
"003100301  2","3100301",1,"Amazonas","rural"
"003100401  2","3100401",1,"Amazonas","rural"
"003101601  2","3101601",1,"Amazonas","rural"
"003101601  3","3101601",1,"Amazonas","rural"
"003101701  2","3101701",1,"Amazonas","rural"
"003101801  2","3101801",1,"Amazonas","rural"
"003102001  2","3102001",1,"Amazonas","rural"
"003116201  2","3116201",1,"Amazonas","rural"
"003116201  3","3116201",1,"Amazonas","rural"
"003116201  4","3116201",1,"Amazonas","rural"
"003116301  2","3116301",1,"Amazonas","rural"
"003116401  2","3116401",1,"Amazonas","rural"
"003117301  2","3117301",1,"Amazonas","rural"
"003117301  3","3117301",1,"Amazonas","rural"
"003117301  4","3117301",1,"Amazonas","rural"
"003117301  5","3117301",1,"Amazonas","rural"
"003303001  3","3303001",1,"Amazonas","rural"
"003303201  2","3303201",1,"Amazonas","rural"
"003303301  2","3303301",1,"Amazonas","rural"
"003303401  2","3303401",1,"Amazonas","rural"
"003308601  2","3308601",1,"Amazonas","rural"
"003308701  2","3308701",1,"Amazonas","rural"
"003308701  3","3308701",1,"Amazonas","rural"
"003308701  4","3308701",1,"Amazonas","rural"
"003308801  2","3308801",1,"Amazonas","rural"
"003308801  4","3308801",1,"Amazonas","rural"
"003308901  2","3308901",1,"Amazonas","rural"
"003309001  4","3309001",1,"Amazonas","rural"
"003309501  2","3309501",1,"Amazonas","rural"
"003309501  3","3309501",1,"Amazonas","rural"
"003309701  2","3309701",1,"Amazonas","rural"
"003309701  3","3309701",1,"Amazonas","rural"
"003309701  6","3309701",1,"Amazonas","rural"
"003309801  2","3309801",1,"Amazonas","rural"
"003309801  3","3309801",1,"Amazonas","rural"
"003309901  2","3309901",1,"Amazonas","rural"
"003310001  3","3310001",1,"Amazonas","rural"
"003310001  4","3310001",1,"Amazonas","rural"
"003401201  2","3401201",1,"Amazonas","rural"
"003401401  1","3401401",1,"Amazonas","rural"
"003401501  2","3401501",1,"Amazonas","rural"
"003401601  2","3401601",1,"Amazonas","rural"
"003405501  2","3405501",1,"Amazonas","rural"
"003405901  2","3405901",1,"Amazonas","rural"
"003406001  2","3406001",1,"Amazonas","rural"
"003406201  2","3406201",1,"Amazonas","rural"
"003406201  4","3406201",1,"Amazonas","rural"
"003406401  2","3406401",1,"Amazonas","rural"
"003406501  2","3406501",1,"Amazonas","rural"
"003406601  2","3406601",1,"Amazonas","rural"
"003406801  2","3406801",1,"Amazonas","rural"
"003406801  3","3406801",1,"Amazonas","rural"
"003406801  4","3406801",1,"Amazonas","rural"
"003502001  2","3502001",1,"Amazonas","rural"
"003502201  1","3502201",1,"Amazonas","rural"
"003502301  2","3502301",1,"Amazonas","rural"
"003502301  6","3502301",1,"Amazonas","rural"
"003504501  1","3504501",1,"Amazonas","rural"
"003504601  2","3504601",1,"Amazonas","rural"
"003504601  3","3504601",1,"Amazonas","rural"
"003504701  2","3504701",1,"Amazonas","rural"
"003504801  2","3504801",1,"Amazonas","rural"
"003504801  3","3504801",1,"Amazonas","rural"
"003505001  2","3505001",1,"Amazonas","rural"
"003505001  3","3505001",1,"Amazonas","rural"
"003508901  2","3508901",1,"Amazonas","rural"
"003509601  2","3509601",1,"Amazonas","rural"
"003603601  2","3603601",1,"Amazonas","rural"
"003603601  4","3603601",1,"Amazonas","rural"
"003603701  2","3603701",1,"Amazonas","rural"
"003603901  2","3603901",1,"Amazonas","rural"
"003603901  5","3603901",1,"Amazonas","rural"
"003605401  2","3605401",1,"Amazonas","rural"
"003605701  2","3605701",1,"Amazonas","rural"
"003605701  3","3605701",1,"Amazonas","rural"
"003609401  2","3609401",1,"Amazonas","rural"
"003609501  2","3609501",1,"Amazonas","rural"
"003609601  2","3609601",1,"Amazonas","rural"
"003701701  2","3701701",1,"Amazonas","rural"
"003701801  2","3701801",1,"Amazonas","rural"
"003701901  2","3701901",1,"Amazonas","rural"
"003702101  2","3702101",1,"Amazonas","rural"
"003704701  3","3704701",1,"Amazonas","rural"
"003705001  1","3705001",1,"Amazonas","rural"
"003705101  1","3705101",1,"Amazonas","rural"
"003705201  2","3705201",1,"Amazonas","rural"
"003706201  3","3706201",1,"Amazonas","rural"
"003706201  6","3706201",1,"Amazonas","rural"
"003706501  2","3706501",1,"Amazonas","rural"
"003706501  5","3706501",1,"Amazonas","rural"
"003706601  4","3706601",1,"Amazonas","rural"
"003803501  2","3803501",1,"Amazonas","rural"
"003803601  1","3803601",1,"Amazonas","rural"
"003803901  2","3803901",1,"Amazonas","rural"
"003804201  1","3804201",1,"Amazonas","rural"
"003804201  2","3804201",1,"Amazonas","rural"
"003809801  2","3809801",1,"Amazonas","rural"
"003809901  3","3809901",1,"Amazonas","rural"
"003810801  1","3810801",1,"Amazonas","rural"
"003811001  3","3811001",1,"Amazonas","rural"
"003811001  4","3811001",1,"Amazonas","rural"
"003811101  4","3811101",1,"Amazonas","rural"
"003901701  2","3901701",1,"Amazonas","rural"
"003901901  2","3901901",1,"Amazonas","rural"
"003902501  1","3902501",1,"Amazonas","rural"
"003905301  2","3905301",1,"Amazonas","rural"
"003905301  3","3905301",1,"Amazonas","rural"
"003905501  2","3905501",1,"Amazonas","rural"
"003905601  2","3905601",1,"Amazonas","rural"
"003911401  2","3911401",1,"Amazonas","rural"
"003911601  2","3911601",1,"Amazonas","rural"
"004001001  2","4001001",1,"Amazonas","rural"
"004007901  3","4007901",1,"Amazonas","rural"
"004008001  4","4008001",1,"Amazonas","rural"
"004008001  6","4008001",1,"Amazonas","rural"
"004008401  2","4008401",1,"Amazonas","rural"
"004008501  2","4008501",1,"Amazonas","rural"
"004008501  3","4008501",1,"Amazonas","rural"
"004012101  2","4012101",1,"Amazonas","rural"
"004012201  2","4012201",1,"Amazonas","rural"
"004012301  2","4012301",1,"Amazonas","rural"
"004012401  2","4012401",1,"Amazonas","rural"
"004012501  2","4012501",1,"Amazonas","rural"
"004208201  2","4208201",1,"Amazonas","rural"
"004208801  4","4208801",1,"Amazonas","rural"
"004210401  2","4210401",1,"Amazonas","rural"
"004210401  3","4210401",1,"Amazonas","rural"
"004210601  5","4210601",1,"Amazonas","rural"
"004216601  2","4216601",1,"Amazonas","rural"
"004216601  4","4216601",1,"Amazonas","rural"
"004216801  2","4216801",1,"Amazonas","rural"
"004217001  2","4217001",1,"Amazonas","rural"
"004217301  2","4217301",1,"Amazonas","rural"
"004404901  2","4404901",1,"Amazonas","rural"
"004405101  2","4405101",1,"Amazonas","rural"
"004405301  2","4405301",1,"Amazonas","rural"
"004406001  2","4406001",1,"Amazonas","rural"
"004406101  2","4406101",1,"Amazonas","rural"
"004406101  5","4406101",1,"Amazonas","rural"
"004406701  1","4406701",1,"Amazonas","rural"
"004406701  4","4406701",1,"Amazonas","rural"
"004406801  6","4406801",1,"Amazonas","rural"
"004406901  4","4406901",1,"Amazonas","rural"
"004407001  2","4407001",1,"Amazonas","rural"
"004407101  3","4407101",1,"Amazonas","rural"
"004407201  2","4407201",1,"Amazonas","rural"
"004407301  1","4407301",1,"Amazonas","rural"
"004500601  5","4500601",1,"Amazonas","rural"
"004500801  3","4500801",1,"Amazonas","rural"
"004500801  5","4500801",1,"Amazonas","rural"
"004500801  6","4500801",1,"Amazonas","rural"
"004500901  2","4500901",1,"Amazonas","rural"
"004503301  4","4503301",1,"Amazonas","rural"
"004503301  7","4503301",1,"Amazonas","rural"
"004503401  2","4503401",1,"Amazonas","rural"
"004503501  2","4503501",1,"Amazonas","rural"
"004503601  1","4503601",1,"Amazonas","rural"
"004503601  3","4503601",1,"Amazonas","rural"
"004503701  1","4503701",1,"Amazonas","rural"
"004503701  2","4503701",1,"Amazonas","rural"
"004508401  2","4508401",1,"Amazonas","rural"
"004508501  2","4508501",1,"Amazonas","rural"
"004508701  1","4508701",1,"Amazonas","rural"
"004508901  2","4508901",1,"Amazonas","rural"
"004509001  2","4509001",1,"Amazonas","rural"
"004800401  2","4800401",1,"Amazonas","rural"
"004801001  2","4801001",1,"Amazonas","rural"
"004801401  1","4801401",1,"Amazonas","rural"
"004806301  4","4806301",1,"Amazonas","rural"
"004807001  1","4807001",1,"Amazonas","rural"
"004807301  3","4807301",1,"Amazonas","rural"
"004807801  3","4807801",1,"Amazonas","rural"
"004808001  2","4808001",1,"Amazonas","rural"
"004808401  2","4808401",1,"Amazonas","rural"
"004808401  3","4808401",1,"Amazonas","rural"
"004808901  2","4808901",1,"Amazonas","rural"
"004810401  2","4810401",1,"Amazonas","rural"
"004810501  2","4810501",1,"Amazonas","rural"
"004901801  2","4901801",1,"Amazonas","rural"
"004902901  2","4902901",1,"Amazonas","rural"
"004903001  2","4903001",1,"Amazonas","rural"
"004903001  3","4903001",1,"Amazonas","rural"
"004903001  4","4903001",1,"Amazonas","rural"
"004904501  2","4904501",1,"Amazonas","rural"
"004904501  3","4904501",1,"Amazonas","rural"
"004904501  7","4904501",1,"Amazonas","rural"
"004904501  9","4904501",1,"Amazonas","rural"
"004905801  2","4905801",1,"Amazonas","rural"
"005100501  2","5100501",1,"Amazonas","rural"
"005100501  3","5100501",1,"Amazonas","rural"
"005100501  6","5100501",1,"Amazonas","rural"
"005100801  2","5100801",1,"Amazonas","rural"
"005101301  2","5101301",1,"Amazonas","rural"
"005107801  4","5107801",1,"Amazonas","rural"
"005108001  2","5108001",1,"Amazonas","rural"
"005108001  5","5108001",1,"Amazonas","rural"
"005108001  6","5108001",1,"Amazonas","rural"
"005108101  2","5108101",1,"Amazonas","rural"
"005108201  2","5108201",1,"Amazonas","rural"
"005112601  5","5112601",1,"Amazonas","rural"
"005114501  2","5114501",1,"Amazonas","rural"
"005114701  2","5114701",1,"Amazonas","rural"
"005114801  5","5114801",1,"Amazonas","rural"
"005301801  2","5301801",1,"Amazonas","rural"
"005301901  2","5301901",1,"Amazonas","rural"
"005301901  5","5301901",1,"Amazonas","rural"
"005302001  2","5302001",1,"Amazonas","rural"
"005302001  5","5302001",1,"Amazonas","rural"
"005308701  2","5308701",1,"Amazonas","rural"
"005308701  6","5308701",1,"Amazonas","rural"
"005309001  2","5309001",1,"Amazonas","rural"
"005309101  2","5309101",1,"Amazonas","rural"
"005309201  3","5309201",1,"Amazonas","rural"
"005309301  2","5309301",1,"Amazonas","rural"
"005311101  2","5311101",1,"Amazonas","rural"
"005311301  2","5311301",1,"Amazonas","rural"
"005311501  2","5311501",1,"Amazonas","rural"
"005311601  2","5311601",1,"Amazonas","rural"
"005400101  2","5400101",1,"Amazonas","rural"
"005400101  3","5400101",1,"Amazonas","rural"
"005400101  4","5400101",1,"Amazonas","rural"
"005401801  2","5401801",1,"Amazonas","rural"
"005401801  3","5401801",1,"Amazonas","rural"
"005401801  4","5401801",1,"Amazonas","rural"
"005402801  1","5402801",1,"Amazonas","rural"
"005402902  3","5402902",1,"Amazonas","rural"
"005403001  2","5403001",1,"Amazonas","rural"
"005403201  4","5403201",1,"Amazonas","rural"
"005406501  2","5406501",1,"Amazonas","rural"
"005406501  3","5406501",1,"Amazonas","rural"
"005406701  1","5406701",1,"Amazonas","rural"
"005406701  2","5406701",1,"Amazonas","rural"
"005701601  2","5701601",1,"Amazonas","rural"
"005701701  2","5701701",1,"Amazonas","rural"
"005701801  2","5701801",1,"Amazonas","rural"
"005701801  3","5701801",1,"Amazonas","rural"
"005701901  1","5701901",1,"Amazonas","rural"
"005701901  2","5701901",1,"Amazonas","rural"
"005706601  2","5706601",1,"Amazonas","rural"
"005706701  2","5706701",1,"Amazonas","rural"
"005707001  4","5707001",1,"Amazonas","rural"
"005707101  2","5707101",1,"Amazonas","rural"
"005707101  3","5707101",1,"Amazonas","rural"
"005707101  4","5707101",1,"Amazonas","rural"
"005707101  5","5707101",1,"Amazonas","rural"
"005707201  2","5707201",1,"Amazonas","rural"
"005707201  4","5707201",1,"Amazonas","rural"
"005711101  2","5711101",1,"Amazonas","rural"
"005711601  2","5711601",1,"Amazonas","rural"
"005711601  3","5711601",1,"Amazonas","rural"
"005711801  4","5711801",1,"Amazonas","rural"
"005711901  2","5711901",1,"Amazonas","rural"
"005712001  2","5712001",1,"Amazonas","rural"
"005802601  2","5802601",1,"Amazonas","rural"
"005803701  2","5803701",1,"Amazonas","rural"
"005804101  2","5804101",1,"Amazonas","rural"
"005804901  2","5804901",1,"Amazonas","rural"
"005805201  2","5805201",1,"Amazonas","rural"
"005805401  2","5805401",1,"Amazonas","rural"
"005806401  2","5806401",1,"Amazonas","rural"
"005809501  2","5809501",1,"Amazonas","rural"
"005810001  2","5810001",1,"Amazonas","rural"
"005810501  3","5810501",1,"Amazonas","rural"
"005812701  3","5812701",1,"Amazonas","rural"
"006102501  1","6102501",1,"Ancash","urbano"
"006102501  3","6102501",1,"Ancash","urbano"
"006105401  2","6105401",1,"Ancash","urbano"
"006105401  4","6105401",1,"Ancash","urbano"
"006106701  3","6106701",1,"Ancash","urbano"
"006109401  1","6109401",1,"Ancash","urbano"
"006110101  2","6110101",1,"Ancash","urbano"
"006112301  2","6112301",1,"Ancash","urbano"
"006305901  2","6305901",1,"Ancash","urbano"
"006305902  2","6305902",1,"Ancash","urbano"
"006306901  3","6306901",1,"Ancash","urbano"
"006306901  5","6306901",1,"Ancash","urbano"
"006306901  7","6306901",1,"Ancash","urbano"
"006312401  5","6312401",1,"Ancash","urbano"
"006312401  7","6312401",1,"Ancash","urbano"
"006312401  9","6312401",1,"Ancash","urbano"
"006313701  3","6313701",1,"Ancash","urbano"
"006314801  2","6314801",1,"Ancash","urbano"
"006315901 10","6315901",1,"Ancash","urbano"
"006500101  3","6500101",1,"Ancash","urbano"
"006500102  3","6500102",1,"Ancash","urbano"
"006500102  5","6500102",1,"Ancash","urbano"
"006502302  1","6502302",1,"Ancash","urbano"
"006502303  3","6502303",1,"Ancash","urbano"
"006506101  4","6506101",1,"Ancash","urbano"
"006506101  7","6506101",1,"Ancash","urbano"
"006507301  2","6507301",1,"Ancash","urbano"
"006508501  1","6508501",1,"Ancash","urbano"
"006509201  2","6509201",1,"Ancash","urbano"
"006600701  2","6600701",1,"Ancash","urbano"
"006602401  3","6602401",1,"Ancash","urbano"
"006602401  7","6602401",1,"Ancash","urbano"
"006604001  2","6604001",1,"Ancash","urbano"
"006604001  4","6604001",1,"Ancash","urbano"
"006606301  2","6606301",1,"Ancash","urbano"
"006606301  3","6606301",1,"Ancash","urbano"
"006606801  1","6606801",1,"Ancash","urbano"
"006606801  2","6606801",1,"Ancash","urbano"
"006607401  2","6607401",1,"Ancash","urbano"
"006607401  4","6607401",1,"Ancash","urbano"
"006607801  2","6607801",1,"Ancash","urbano"
"006610001  2","6610001",1,"Ancash","urbano"
"006703901  2","6703901",1,"Ancash","urbano"
"006704101  3","6704101",1,"Ancash","urbano"
"006704101  4","6704101",1,"Ancash","urbano"
"006705901  3","6705901",1,"Ancash","urbano"
"006705901  4","6705901",1,"Ancash","urbano"
"006709201  2","6709201",1,"Ancash","urbano"
"006711201  2","6711201",1,"Ancash","urbano"
"006712601  2","6712601",1,"Ancash","urbano"
"006800101  2","6800101",1,"Ancash","urbano"
"006800101  3","6800101",1,"Ancash","urbano"
"006802901  1","6802901",1,"Ancash","urbano"
"006802901  5","6802901",1,"Ancash","urbano"
"006804101  2","6804101",1,"Ancash","urbano"
"006804101  3","6804101",1,"Ancash","urbano"
"006804101  4","6804101",1,"Ancash","urbano"
"006804101  6","6804101",1,"Ancash","urbano"
"006804801  1","6804801",1,"Ancash","urbano"
"006808401  3","6808401",1,"Ancash","urbano"
"006812901  1","6812901",1,"Ancash","urbano"
"006812901  2","6812901",1,"Ancash","urbano"
"006901001  2","6901001",1,"Ancash","urbano"
"006903601  2","6903601",1,"Ancash","urbano"
"006903601  4","6903601",1,"Ancash","urbano"
"006903602  2","6903602",1,"Ancash","urbano"
"006905101  1","6905101",1,"Ancash","urbano"
"006905101  2","6905101",1,"Ancash","urbano"
"006906101  2","6906101",1,"Ancash","urbano"
"006908601  2","6908601",1,"Ancash","urbano"
"006908601  3","6908601",1,"Ancash","urbano"
"006908601  4","6908601",1,"Ancash","urbano"
"006908601  5","6908601",1,"Ancash","urbano"
"006910301  2","6910301",1,"Ancash","urbano"
"006910301  3","6910301",1,"Ancash","urbano"
"006910301  4","6910301",1,"Ancash","urbano"
"006912301  2","6912301",1,"Ancash","urbano"
"006912501  2","6912501",1,"Ancash","urbano"
"006912501  4","6912501",1,"Ancash","urbano"
"006914101  2","6914101",1,"Ancash","urbano"
"006914101  4","6914101",1,"Ancash","urbano"
"006914101  6","6914101",1,"Ancash","urbano"
"007000701  2","7000701",1,"Ancash","urbano"
"007002801  5","7002801",1,"Ancash","urbano"
"007002802  2","7002802",1,"Ancash","urbano"
"007003401  2","7003401",1,"Ancash","urbano"
"007003401  3","7003401",1,"Ancash","urbano"
"007003401  5","7003401",1,"Ancash","urbano"
"007003901  2","7003901",1,"Ancash","urbano"
"007005201  2","7005201",1,"Ancash","urbano"
"007005201  4","7005201",1,"Ancash","urbano"
"007009201  2","7009201",1,"Ancash","urbano"
"007010801  1","7010801",1,"Ancash","urbano"
"007202001  1","7202001",1,"Ancash","urbano"
"007204001  2","7204001",1,"Ancash","urbano"
"007205101  3","7205101",1,"Ancash","urbano"
"007205101  4","7205101",1,"Ancash","urbano"
"007205101  6","7205101",1,"Ancash","urbano"
"007205901  2","7205901",1,"Ancash","urbano"
"007205901  3","7205901",1,"Ancash","urbano"
"007205901  4","7205901",1,"Ancash","urbano"
"007208701  2","7208701",1,"Ancash","urbano"
"007210101  2","7210101",1,"Ancash","urbano"
"007210101  3","7210101",1,"Ancash","urbano"
"007303601  2","7303601",1,"Ancash","urbano"
"007305601  2","7305601",1,"Ancash","urbano"
"007305601  4","7305601",1,"Ancash","urbano"
"007307501  2","7307501",1,"Ancash","urbano"
"007307501  3","7307501",1,"Ancash","urbano"
"007308401  1","7308401",1,"Ancash","urbano"
"007311801  4","7311801",1,"Ancash","urbano"
"007314501  3","7314501",1,"Ancash","urbano"
"007314601  2","7314601",1,"Ancash","urbano"
